Date,Open,High,Low,Close,Adj Close,Volume
2023-11-07,778.299988,778.299988,746.250000,760.650024,760.650024,940719
2023-11-08,768.900024,798.799988,764.049988,789.200012,789.200012,1005678
2023-11-09,792.750000,854.000000,792.000000,829.250000,829.250000,3521777
2023-11-10,834.150024,835.650024,818.450012,823.200012,823.200012,481748
2023-11-13,830.799988,867.500000,810.000000,836.799988,836.799988,1111062
2023-11-15,844.799988,867.000000,843.000000,861.049988,861.049988,732287
2023-11-16,859.700012,898.650024,848.500000,891.200012,891.200012,1234929
2023-11-17,893.000000,902.500000,866.500000,875.150024,875.150024,572268
2023-11-20,875.000000,887.750000,868.299988,875.700012,875.700012,355181
2023-11-21,882.000000,904.700012,869.250000,876.400024,876.400024,589059
2023-11-22,881.349976,888.950012,864.000000,872.549988,872.549988,234149
2023-11-23,878.650024,897.150024,877.950012,890.250000,890.250000,346910
2023-11-24,891.000000,904.950012,884.000000,896.049988,896.049988,346497
2023-11-28,890.000000,898.900024,882.150024,895.700012,895.700012,291549
2023-11-29,895.950012,898.799988,875.099976,885.150024,885.150024,315411
2023-11-30,885.000000,915.000000,880.000000,907.250000,907.250000,751805
2023-12-01,915.000000,962.599976,908.750000,949.299988,949.299988,1284226
2023-12-04,965.950012,987.450012,936.500000,968.200012,968.200012,755832
2023-12-05,968.200012,1004.950012,948.150024,957.150024,957.150024,792802
2023-12-06,960.099976,965.950012,918.000000,937.799988,937.799988,567533
2023-12-07,946.650024,974.000000,928.700012,967.150024,967.150024,432568
2023-12-08,955.000000,1057.000000,955.000000,1031.900024,1031.900024,2523453
2023-12-11,1040.000000,1088.949951,1029.000000,1070.300049,1070.300049,1367925
2023-12-12,1060.000000,1063.800049,1010.000000,1018.000000,1018.000000,628177
2023-12-13,1019.900024,1026.150024,961.450012,974.200012,974.200012,1088062
2023-12-14,1005.000000,1014.599976,993.549988,1005.200012,1005.200012,900688
2023-12-15,1015.700012,1032.000000,1013.150024,1019.849976,1019.849976,512611
2023-12-18,1028.500000,1028.500000,1002.450012,1022.349976,1022.349976,294181
2023-12-19,1028.500000,1028.500000,995.049988,999.200012,999.200012,334200
2023-12-20,1014.000000,1017.000000,955.000000,968.549988,968.549988,466907
2023-12-21,955.000000,993.950012,942.799988,987.150024,987.150024,235631
2023-12-22,995.000000,1047.500000,987.549988,1027.550049,1027.550049,906262
2023-12-26,1045.000000,1050.000000,1008.299988,1014.400024,1014.400024,361230
2023-12-27,1026.000000,1031.449951,1010.099976,1014.349976,1014.349976,276760
2023-12-28,1017.049988,1024.349976,995.000000,1001.200012,1001.200012,215851
2023-12-29,1010.000000,1010.900024,972.200012,985.700012,985.700012,344945
2024-01-01,989.950012,1032.000000,987.250000,1021.650024,1021.650024,529962
2024-01-02,1029.000000,1030.000000,1002.099976,1010.549988,1010.549988,631790
2024-01-03,1009.049988,1140.000000,1009.049988,1119.500000,1119.500000,3641651
2024-01-04,1122.000000,1343.349976,1121.000000,1295.250000,1295.250000,14291405
2024-01-05,1295.250000,1304.800049,1235.250000,1269.199951,1269.199951,4313421
2024-01-08,1274.949951,1336.949951,1241.500000,1295.949951,1295.949951,1751276
2024-01-09,1301.050049,1330.000000,1272.099976,1291.699951,1291.699951,748067
2024-01-10,1291.699951,1322.000000,1263.400024,1306.500000,1306.500000,702194
2024-01-11,1320.000000,1407.750000,1311.000000,1327.599976,1327.599976,1336280
2024-01-12,1337.199951,1374.949951,1330.050049,1348.449951,1348.449951,427605
2024-01-15,1352.400024,1364.300049,1307.050049,1328.849976,1328.849976,355617
2024-01-16,1334.199951,1377.699951,1310.849976,1365.900024,1365.900024,519863
2024-01-17,1335.199951,1361.400024,1320.000000,1326.500000,1326.500000,209403
2024-01-18,1329.550049,1556.750000,1241.000000,1474.949951,1474.949951,2950905
2024-01-19,1474.900024,1486.500000,1441.150024,1452.349976,1452.349976,756630
2024-01-23,1488.050049,1489.199951,1314.949951,1361.650024,1361.650024,822001
2024-01-24,1374.900024,1419.650024,1278.050049,1396.900024,1396.900024,679610
2024-01-25,1401.099976,1429.650024,1370.000000,1381.550049,1381.550049,239323
2024-01-29,1389.900024,1404.699951,1363.500000,1376.599976,1376.599976,182983
2024-01-30,1378.400024,1425.000000,1373.000000,1404.349976,1404.349976,372556
2024-01-31,1405.000000,1450.000000,1382.949951,1447.750000,1447.750000,302640
2024-02-01,1450.000000,1454.599976,1402.650024,1430.800049,1430.800049,260212
2024-02-02,1436.650024,1458.849976,1397.199951,1414.400024,1414.400024,170314
2024-02-05,1420.000000,1429.449951,1372.000000,1389.900024,1389.900024,148913
2024-02-06,1390.150024,1457.500000,1390.150024,1442.900024,1442.900024,239975
2024-02-07,1460.000000,1524.949951,1453.199951,1471.050049,1471.050049,400405
2024-02-08,1398.000000,1443.699951,1350.449951,1430.599976,1430.599976,449698
2024-02-09,1465.949951,1467.699951,1370.099976,1418.150024,1418.150024,339675
2024-02-12,1385.000000,1408.000000,1258.349976,1348.550049,1348.550049,1095240
2024-02-13,1351.000000,1374.949951,1325.000000,1357.449951,1357.449951,303010
2024-02-14,1347.000000,1377.750000,1315.750000,1356.050049,1356.050049,141128
2024-02-15,1362.099976,1408.000000,1361.000000,1396.849976,1396.849976,128419
2024-02-16,1409.900024,1454.400024,1271.099976,1442.900024,1442.900024,413168
2024-02-19,1454.400024,1462.949951,1390.000000,1398.250000,1398.250000,122073
2024-02-20,1408.800049,1430.949951,1378.800049,1386.800049,1386.800049,151601
2024-02-21,1380.199951,1516.449951,1380.199951,1480.000000,1480.000000,774123
2024-02-22,1487.800049,1494.150024,1433.199951,1483.400024,1483.400024,206057
2024-02-23,1498.000000,1506.099976,1440.000000,1460.199951,1460.199951,165279
2024-02-26,1465.050049,1635.000000,1465.050049,1584.199951,1584.199951,614497
2024-02-27,1584.199951,1675.000000,1558.050049,1621.599976,1621.599976,756971
2024-02-28,1621.599976,1636.650024,1503.449951,1553.300049,1553.300049,473283
2024-02-29,1558.400024,1601.449951,1536.599976,1565.150024,1565.150024,458153
2024-03-01,1565.449951,1620.000000,1558.050049,1598.000000,1598.000000,321856
2024-03-04,1640.849976,1659.000000,1531.449951,1607.250000,1607.250000,289534
2024-03-05,1588.000000,1625.000000,1579.000000,1601.199951,1601.199951,164050
2024-03-06,1600.050049,1606.800049,1462.349976,1512.900024,1512.900024,328344
2024-03-07,1512.849976,1542.000000,1481.000000,1516.349976,1516.349976,158097
2024-03-11,1517.000000,1526.349976,1421.099976,1450.250000,1450.250000,196913
2024-03-12,1453.650024,1464.000000,1380.000000,1399.300049,1399.300049,209085
2024-03-13,1429.849976,1447.949951,1231.150024,1268.000000,1268.000000,524111
2024-03-14,1268.000000,1323.000000,1223.550049,1300.949951,1300.949951,326469
2024-03-15,1311.650024,1311.650024,1230.050049,1243.449951,1243.449951,426053
2024-03-18,1239.949951,1315.000000,1207.050049,1274.599976,1274.599976,480222
2024-03-19,1282.000000,1284.849976,1242.449951,1256.500000,1256.500000,178623
2024-03-20,1257.800049,1299.949951,1241.000000,1251.599976,1251.599976,294157
2024-03-21,1265.000000,1415.949951,1256.599976,1402.050049,1402.050049,1141022
2024-03-22,1393.000000,1515.050049,1363.699951,1477.050049,1477.050049,830072
2024-03-26,1470.000000,1491.150024,1418.000000,1431.199951,1431.199951,404752
2024-03-27,1436.949951,1518.699951,1408.949951,1431.000000,1431.000000,546014
2024-03-28,1450.300049,1464.000000,1431.000000,1448.750000,1448.750000,172985
2024-04-01,1436.599976,1550.000000,1425.099976,1543.199951,1543.199951,522870
2024-04-02,1534.000000,1583.000000,1530.000000,1567.900024,1567.900024,330916
2024-04-03,1567.900024,1598.449951,1543.150024,1569.050049,1569.050049,212264
2024-04-04,1569.050049,1586.750000,1543.000000,1563.550049,1563.550049,130785
2024-04-05,1540.000000,1570.000000,1511.150024,1555.000000,1555.000000,315984
2024-04-08,1568.949951,1585.000000,1534.000000,1540.099976,1540.099976,90446
2024-04-09,1548.050049,1687.000000,1548.050049,1600.699951,1600.699951,1009594
2024-04-10,1604.800049,1660.000000,1604.750000,1644.349976,1644.349976,276103
2024-04-12,1650.000000,1660.000000,1597.000000,1601.300049,1601.300049,294468
2024-04-15,1542.000000,1610.750000,1513.449951,1582.500000,1582.500000,230538
2024-04-16,1575.000000,1618.000000,1563.750000,1608.000000,1608.000000,123584
2024-04-18,1606.000000,1637.000000,1590.000000,1615.000000,1615.000000,129464
2024-04-19,1581.000000,1606.599976,1560.699951,1578.300049,1578.300049,100648
2024-04-22,1591.849976,1663.449951,1583.000000,1620.400024,1620.400024,204253
2024-04-23,1629.949951,1744.800049,1628.050049,1715.599976,1715.599976,938072
2024-04-24,1731.000000,1768.650024,1706.750000,1724.900024,1724.900024,384115
2024-04-25,1730.000000,1767.000000,1670.250000,1752.650024,1752.650024,298066
2024-04-26,1763.300049,1798.900024,1740.000000,1752.550049,1752.550049,208088
2024-04-29,1752.900024,1767.000000,1726.050049,1750.000000,1750.000000,91460
2024-04-30,1750.000000,1783.800049,1744.000000,1776.750000,1776.750000,112461
2024-05-02,1790.000000,1855.000000,1757.000000,1843.099976,1843.099976,367292
2024-05-03,1860.000000,1969.050049,1843.099976,1856.000000,1856.000000,532571
2024-05-06,1859.900024,1956.000000,1822.000000,1941.300049,1941.300049,378603
2024-05-07,1925.050049,1964.800049,1785.500000,1820.849976,1820.849976,299514
2024-05-08,1825.000000,1870.699951,1802.099976,1820.199951,1820.199951,135046
2024-05-09,1820.199951,1837.349976,1726.400024,1757.300049,1757.300049,226185
2024-05-10,1753.000000,1814.949951,1679.949951,1696.949951,1696.949951,342698
2024-05-13,1700.000000,1711.099976,1621.000000,1639.900024,1639.900024,246797
2024-05-14,1651.199951,1750.000000,1632.000000,1704.099976,1704.099976,310024
2024-05-15,1725.000000,1802.000000,1725.000000,1788.300049,1788.300049,259138
2024-05-16,1804.000000,1818.150024,1702.000000,1718.849976,1718.849976,221925
2024-05-17,1733.500000,1894.000000,1725.750000,1862.550049,1862.550049,407981
2024-05-21,1800.000000,1800.000000,1726.000000,1766.750000,1766.750000,443398
2024-05-22,1780.800049,1815.000000,1767.949951,1801.099976,1801.099976,252592
2024-05-23,1809.000000,1898.699951,1803.849976,1884.900024,1884.900024,394269
2024-05-24,1885.000000,1982.250000,1870.000000,1946.650024,1946.650024,364127
2024-05-27,1972.900024,2093.699951,1967.150024,1999.099976,1999.099976,547168
2024-05-28,2011.099976,2020.250000,1884.300049,1906.050049,1906.050049,235703
2024-05-29,1906.050049,1910.000000,1864.000000,1875.599976,1875.599976,80377
2024-05-30,1856.000000,1899.000000,1824.000000,1867.349976,1867.349976,132042
2024-05-31,1882.599976,1921.599976,1851.099976,1899.800049,1899.800049,132813
2024-06-03,1984.949951,1984.949951,1910.000000,1937.000000,1937.000000,148766
2024-06-04,1934.000000,1934.000000,1549.599976,1805.750000,1805.750000,534344
2024-06-05,1810.050049,1845.000000,1703.849976,1822.400024,1822.400024,198901
2024-06-06,1839.900024,1975.000000,1839.900024,1949.800049,1949.800049,239847
2024-06-07,1984.949951,2133.000000,1975.000000,2086.000000,2086.000000,549486
2024-06-10,2086.000000,2176.449951,2051.000000,2064.250000,2064.250000,147780
2024-06-11,2064.250000,2105.000000,2052.000000,2066.500000,2066.500000,102801
2024-06-12,2066.500000,2080.500000,2030.050049,2062.500000,2062.500000,222726
2024-06-13,2110.000000,2220.000000,2110.000000,2162.250000,2162.250000,772909
2024-06-14,2186.000000,2216.800049,2172.050049,2181.149902,2181.149902,113227
