date,rank,symbol,ltp,pct_chg,volume,value_cr,scan_clause,name,pct_change,tag,source,fetched_at,close,close_x_volume
2026-07-02,15,WABAG,2191.0,0.03,367074.0,80.43,t1_5pct_liq1cr,Va Tech Wabag Limited,0.03,t1_5pct_liq1cr,,,,
2026-07-02,16,THANGAMAYL,6163.5,-2.41,123951.0,76.4,t1_5pct_liq1cr,Thangamayil Jewellery Limited,-2.41,t1_5pct_liq1cr,,,,
2026-07-02,17,BHARATSE,247.55,2.82,3070967.0,76.02,t1_5pct_liq1cr,Bharat Seats Ltd,2.82,t1_5pct_liq1cr,,,,
2026-07-02,18,SIKA,1338.7,6.69,472944.0,63.31,t1_5pct_liq1cr,Sika Interplant Systems Ltd,6.69,t1_5pct_liq1cr,,,,
2026-07-02,19,EXIDEIND,419.25,-0.02,1499859.0,62.88,t1_5pct_liq1cr,Exide Industries Limited,-0.02,t1_5pct_liq1cr,,,,
2026-07-02,20,BLUSPRING,125.92,5.07,3741565.0,47.11,t1_5pct_liq1cr,Bluspring Enterprises Ltd,5.07,t1_5pct_liq1cr,,,,
2026-07-02,21,COMSYN,194.31,4.04,2210974.0,42.96,t1_5pct_liq1cr,Commercial Syn Bags Ltd,4.04,t1_5pct_liq1cr,,,,
2026-07-02,22,KISSHT,309.25,-2.4,1188627.0,36.76,t1_5pct_liq1cr,Onemi Technology Solutions Ltd,-2.4,t1_5pct_liq1cr,,,,
2026-07-02,23,ONMOBILE,77.18,-0.64,4027110.0,31.08,t1_5pct_liq1cr,Onmobile Global Limited,-0.64,t1_5pct_liq1cr,,,,
2026-07-02,24,TATATECH,721.1,1.22,425323.0,30.67,t1_5pct_liq1cr,Tata Technologies Ltd,1.22,t1_5pct_liq1cr,,,,
2026-07-02,25,FIVESTAR,544.55,0.12,559883.0,30.49,t1_5pct_liq1cr,Five-Star Business Finance Ltd,0.12,t1_5pct_liq1cr,,,,
2026-07-03,1,ZENSARTECH,496.6,6.26,10726939.0,532.7,t0_5pct_liq1cr,Zensar Technologies Ltd,6.26,t0_5pct_liq1cr,,,,
2026-07-03,2,IKIO,188.81,10.91,10699778.0,202.02,t0_5pct_liq1cr,IKIO Technologies Ltd,10.91,t0_5pct_liq1cr,,,,
2026-07-03,3,PCJEWELLER,10.44,5.99,144695316.0,151.06,t0_5pct_liq1cr,PC Jeweller Ltd,5.99,t0_5pct_liq1cr,,,,
2026-07-03,4,EIEL,241.75,5.83,5429054.0,131.25,t0_5pct_liq1cr,Enviro Infra Engineers Ltd,5.83,t0_5pct_liq1cr,,,,
2026-07-03,5,SUMICHEM,469.7,6.46,2783871.0,130.76,t0_5pct_liq1cr,Sumitomo Chemical India,6.46,t0_5pct_liq1cr,,,,
2026-07-03,6,MOSCHIP,222.92,6.91,4446512.0,99.12,t0_5pct_liq1cr,MosChip Technologies Ltd,6.91,t0_5pct_liq1cr,,,,
2026-07-03,7,SUVEN,328.3,10.19,2896895.0,95.11,t0_5pct_liq1cr,Suven Life Sciences Ltd,10.19,t0_5pct_liq1cr,,,,
2026-07-03,8,INDOFARM,163.84,12.27,3077267.0,50.42,t0_5pct_liq1cr,Indo Farm Equipment Ltd,12.27,t0_5pct_liq1cr,,,,
2026-07-03,9,DENTA,354.8,6.93,1395458.0,49.51,t0_5pct_liq1cr,Denta Water & Infra Ltd,6.93,t0_5pct_liq1cr,,,,
2026-07-03,10,BLUSPRING,128.38,7.13,3150471.0,40.45,t0_5pct_liq1cr,Bluspring Enterprises Ltd,7.13,t0_5pct_liq1cr,,,,
2026-07-03,11,SIKA,1334.0,6.32,243072.0,32.43,t0_5pct_liq1cr,Sika Interplant Systems,6.32,t0_5pct_liq1cr,,,,
2026-07-03,12,KSHINTL,884.35,5.05,346548.0,30.65,t0_5pct_liq1cr,KSH International Ltd,5.05,t0_5pct_liq1cr,,,,
