date,symbol,open,high,low,close,volume,pct_change,vol_ratio_20d,rsi_wilder_14,ma5,ma20,ma50,ma200,dist_52wH_pct,dist_20dH_pct,gap_pct,atr_14,upper_shadow_pct,close_position_in_range,return_5d,return_20d,ut1_state,hh_count,hl_count,ma20_slope_pct
2025-05-05,BOMDYEING,131.000000,133.899994,130.080002,132.720001,740814,2.367919,1.096119,,131.184998,131.184998,131.184998,131.184998,-0.881249,-0.881249,1.041270,,30.889925,0.691101,,,,0,0,
2025-05-05,CELLO,539.000000,573.000000,536.349976,568.299988,187244,4.949213,1.411628,,554.899994,554.899994,554.899994,554.899994,-0.820246,-0.820246,-0.461681,,12.824036,0.871760,,,,0,0,
2025-05-05,COCHINSHIP,1540.500000,1556.000000,1508.300049,1544.699951,2055329,0.842140,0.855040,,1538.250000,1538.250000,1538.250000,1538.250000,-3.395875,-3.395875,0.567956,,23.689854,0.763101,,,,0,0,
2025-05-05,COFORGE,1484.000000,1519.000000,1480.000000,1499.300049,2420060,1.640572,1.075796,,1487.200012,1487.200012,1487.200012,1487.200012,-1.296903,-1.296903,0.603351,,50.512695,0.494873,,,,0,0,
2025-05-05,ENTERO,1288.599976,1333.300049,1266.000000,1325.099976,28346,2.617511,0.556273,,1308.200012,1308.200012,1308.200012,1308.200012,-1.735263,-1.735263,-0.209097,,12.184350,0.878157,,,,0,0,
2025-05-05,FIRSTCRY,332.950012,334.950012,327.399994,330.500000,286202,-0.346749,1.185003,,331.074997,331.074997,331.074997,331.074997,-3.064969,-3.064969,0.391985,,26.490002,0.410596,,,,0,0,
2025-05-05,GABRIEL,540.000000,548.849976,536.400024,546.299988,126803,1.297979,1.042531,,542.799988,542.799988,542.799988,542.799988,-0.464606,-0.464606,0.129800,,20.481910,0.795181,,,,0,0,
2025-05-05,GMDCLTD,307.049988,310.549988,305.250000,308.649994,463837,1.296351,0.707107,,306.675003,306.675003,306.675003,306.675003,-1.953619,-1.953619,0.771242,,35.849024,0.641510,,,,0,0,
2025-05-05,GRSE,1894.599976,1938.000000,1849.599976,1929.900024,2828373,2.599682,0.949872,,1905.450012,1905.450012,1905.450012,1905.450012,-0.878273,-0.878273,0.723018,,9.162866,0.908371,,,,0,0,
2025-05-05,HAL,4536.799805,4598.500000,4511.899902,4590.799805,1497722,2.374953,0.926595,,4537.549805,4537.549805,4537.549805,4537.549805,-0.167450,-0.167450,1.170751,,8.891670,0.911083,,,,0,0,
2025-05-05,HFCL,78.510002,80.919998,78.449997,80.589996,6906235,3.254315,1.064810,,79.320000,79.320000,79.320000,79.320000,-0.407812,-0.407812,0.589365,,13.360391,0.866396,,,,0,0,
2025-05-05,HOMEFIRST,1194.800049,1203.699951,1163.199951,1181.800049,236457,-0.016916,0.593839,,1181.900024,1181.900024,1181.900024,1181.900024,-5.357564,-5.357564,1.082914,,21.975068,0.459262,,,,0,0,
2025-05-05,HYUNDAI,1719.000000,1733.400024,1710.099976,1728.199951,509733,1.028877,0.764743,,1719.399963,1719.399963,1719.399963,1719.399963,-0.299993,-0.299993,0.491057,,22.317864,0.776821,,,,0,0,
2025-05-05,ICICIBANK,1440.000000,1446.800049,1426.000000,1429.400024,4565705,-0.048944,0.681035,,1429.750000,1429.750000,1429.750000,1429.750000,-1.202656,-1.202656,0.692261,,32.692466,0.163462,,,,0,0,
2025-05-05,INOXWIND,167.199997,173.860001,167.199997,173.080002,5137917,4.504291,1.234111,,169.349998,169.349998,169.349998,169.349998,-0.448636,-0.448636,0.953992,,11.711687,0.882883,,,,0,0,
2025-05-05,JAIBALAJI,119.190002,119.190002,116.320000,117.900002,270735,0.280685,0.867325,,117.735001,117.735001,117.735001,117.735001,-1.090600,-1.090600,1.377905,,0.000000,0.550523,,,,0,0,
2025-05-05,JAYNECOIND,41.439999,41.700001,40.290001,40.860001,228342,-0.365759,0.533406,,40.934999,40.934999,40.934999,40.934999,-2.691119,-2.691119,1.048526,,18.439870,0.404255,,,,0,0,
2025-05-05,JINDALPOLY,660.000000,667.700012,658.150024,664.250000,19425,2.737609,0.860579,,655.399994,655.399994,655.399994,655.399994,-0.516701,-0.516701,2.080274,,36.125828,0.638742,,,,0,0,
2025-05-05,JMFINANCIL,100.879997,102.150002,99.199997,101.430000,1926074,1.949947,1.044862,,100.459999,100.459999,100.459999,100.459999,-0.831051,-0.831051,1.397125,,24.406783,0.755932,,,,0,0,
2025-05-05,JYOTICNC,1115.000000,1173.900024,1114.300049,1165.000000,603380,5.697700,1.532987,,1133.599976,1133.599976,1133.599976,1133.599976,-0.758159,-0.758159,1.161318,,14.932933,0.850671,,,,0,0,
2025-05-05,KALYANKJIL,512.900024,534.799988,508.100006,530.799988,5057306,4.642679,1.358912,,519.024994,519.024994,519.024994,519.024994,-0.747943,-0.747943,1.113854,,14.981284,0.850187,,,,0,0,
2025-05-05,KFINTECH,1131.000000,1131.300049,1084.000000,1087.800049,1502056,-4.014824,1.102950,,1110.550049,1110.550049,1110.550049,1110.550049,-8.825742,-8.825742,-0.202951,,0.634352,0.080339,,,,0,0,
2025-05-05,KPIL,967.950012,975.299988,951.599976,963.950012,87312,-0.129507,1.099682,,964.575012,964.575012,964.575012,964.575012,-2.295760,-2.295760,0.284915,,31.012539,0.521098,,,,0,0,
2025-05-05,LLOYDSENGG,54.200001,55.000000,53.500000,54.040001,3506801,-0.368733,0.901155,,54.140001,54.140001,54.140001,54.140001,-2.980251,-2.980251,-0.073748,,53.333282,0.360001,,,,0,0,
2025-05-05,LLOYDSME,1193.500000,1240.000000,1193.300049,1229.699951,430126,2.714668,1.237112,,1213.449951,1213.449951,1213.449951,1213.449951,-0.830649,-0.830649,-0.309050,,22.055802,0.779442,,,,0,0,
2025-05-05,MANCREDIT,160.070007,160.210007,157.550003,157.990005,8250,0.945634,1.042852,,157.250000,157.250000,157.250000,157.250000,-3.014112,-3.014112,2.274623,,5.263128,0.165414,,,,0,0,
2025-05-05,MAZDOCK,3024.100098,3128.000000,2964.600098,3099.500000,4769236,3.083010,0.817781,,3053.150024,3053.150024,3053.150024,3053.150024,-2.285624,-2.285624,0.575364,,17.441871,0.825581,,,,0,0,
2025-05-05,MCX,1263.000000,1266.199951,1241.000000,1253.000000,1458950,-0.286485,0.588648,,1254.799988,1254.799988,1254.799988,1254.799988,-2.368710,-2.368710,0.509313,,12.698244,0.476191,,,,0,0,
2025-05-05,NAM-INDIA,635.599976,657.900024,631.150024,653.200012,565026,3.641414,1.035843,,641.725006,641.725006,641.725006,641.725006,-0.714396,-0.714396,0.848866,,17.570139,0.824299,,,,0,0,
