date,symbol,open,high,low,close,volume,pct_change,vol_ratio_20d,rsi_wilder_14,ma5,ma20,ma50,ma200,dist_52wH_pct,dist_20dH_pct,gap_pct,atr_14,upper_shadow_pct,close_position_in_range,return_5d,return_20d,ut1_state,hh_count,hl_count,ma20_slope_pct,roc_10,momentum_20,williams_r_14,stoch_k_14,stoch_d_3,cci_20,bb_upper_20,bb_lower_20,bb_pctb_20,bb_width_20,hist_vol_20,atr_pct_14,macd_12_26,macd_signal_9,macd_hist,adx_14,ema_9,ema_21,obv,vwap_20,cmf_20,vol_zscore_20,supertrend_10_3,supertrend_10_3_dir,donchian_upper_20,donchian_lower_20,donchian_pos_20,range_pct,body_pct
2026-04-28,POWERGRID,322.799988,322.799988,317.649994,319.000000,9083528,-0.592083,0.720181,,319.039996,312.364288,312.364288,312.364288,-1.831055,-1.831055,0.592083,7.009392,0.000000,0.262137,-0.109600,,N/A,0,0,1.201575,6.209420,,-18.979302,81.020698,81.840448,71.616044,330.897433,293.831144,0.679023,11.866366,21.746941,2.197302,6.570747,5.403251,1.167496,,316.372985,309.721155,21905600.000000,310.467374,0.113124,-0.717977,300.248417,1.000000,324.950012,293.600006,0.810207,1.614418,73.786258
2026-04-29,POWERGRID,320.100006,323.799988,318.250000,320.350006,10372929,0.423199,0.832264,85.687643,319.159998,312.896670,312.896670,312.896670,-1.415604,-1.415604,0.344829,6.905149,62.161969,0.378380,0.187649,,N/A,0,0,1.010981,2.528402,,-14.791014,85.208986,84.436990,74.753510,331.225585,294.567754,0.703322,11.715635,20.909780,2.155501,6.556010,5.633803,0.922207,,317.168389,310.687415,32278529.000000,311.040672,0.093352,-0.438094,301.201207,1.000000,324.950012,293.600006,0.853269,1.732476,4.504514
2026-04-30,POWERGRID,319.600006,321.250000,315.950012,318.350006,9521058,-0.624317,0.775355,81.364183,319.000000,313.237503,313.237503,313.237503,-2.031084,-2.031084,-0.234119,6.790494,31.132032,0.452830,-0.250662,,N/A,0,0,0.843259,1.953565,,-24.175830,75.824170,80.684618,51.061692,331.153620,295.321386,0.642679,11.439318,20.766815,2.133028,6.310207,5.769084,0.541123,,317.404713,311.384014,22757471.000000,311.402957,0.084256,-0.590885,301.201207,1.000000,324.950012,293.600006,0.789474,1.664830,23.584960
2026-05-01,POWERGRID,318.350006,318.350006,318.350006,318.350006,0,0.000000,0.000000,81.364183,319.390002,313.538239,313.538239,313.538239,-2.031084,-2.031084,0.000000,6.305459,,,0.616312,,N/A,0,0,0.783746,0.078592,,-24.175830,75.824170,78.952442,47.424529,331.061811,296.014666,0.637294,11.177949,20.168670,1.980669,6.045715,5.824410,0.221305,,317.593771,312.017286,22757471.000000,311.402957,0.084256,-2.135019,301.201207,1.000000,324.950012,293.600006,0.789474,0.000000,
2026-05-04,POWERGRID,314.000000,323.899994,314.000000,319.049988,7370269,0.219878,0.650815,81.738192,319.020001,313.844447,313.844447,313.844447,-1.815671,-1.815671,-1.366422,6.562212,48.989991,0.510100,-0.576505,,N/A,0,0,0.638311,-0.203323,,-24.894605,75.105395,75.584578,51.200640,331.042217,296.646677,0.651343,10.959423,19.555472,2.056797,5.825434,5.824615,0.000820,,317.885015,312.656622,30127740.000000,311.677036,0.081940,-0.740039,301.201207,1.000000,324.950012,293.600006,0.811801,3.102960,51.010009
2026-05-05,POWERGRID,318.899994,321.299988,315.000000,319.450012,8569582,0.125380,0.766533,81.961001,319.110004,314.139477,314.139477,314.139477,-1.692568,-1.692568,-0.047013,6.543481,29.364749,0.706353,0.141070,,N/A,0,0,0.568307,0.031316,,-38.062252,61.937748,70.955771,45.617992,331.049451,297.229502,0.657024,10.765902,19.015902,2.048358,5.618374,5.783367,-0.164993,,318.198014,313.274203,38697322.000000,311.955662,0.095284,-0.498938,301.201207,1.000000,324.950012,293.600006,0.824561,1.972136,8.730466
2026-05-06,POWERGRID,320.049988,321.500000,314.600006,315.950012,4884118,-1.095633,0.449532,73.510133,318.230005,314.230003,314.230003,314.230003,-2.769657,-2.769657,0.187815,6.568947,21.014688,0.195653,-1.373496,,N/A,0,0,0.426126,-1.188425,,-66.420574,33.579426,56.874190,32.631161,330.708868,297.751139,0.552188,10.488409,19.321432,2.079109,5.112917,5.649277,-0.536359,,317.748414,313.517459,33813204.000000,312.076909,0.079461,-1.132129,301.201207,1.000000,324.950012,293.600006,0.712919,2.183888,59.419989
2026-05-07,POWERGRID,315.750000,316.750000,312.500000,313.799988,9126203,-0.680495,0.846838,68.816121,317.320001,315.177502,314.209526,314.209526,-3.431305,-3.431305,-0.063305,6.403308,23.529412,0.305879,-1.429250,6.426990,N/A,0,0,0.619338,-1.676330,18.949982,-89.558341,10.441659,35.319611,-6.653315,328.915825,301.439180,0.449866,8.717832,19.173153,2.040570,4.487126,5.416847,-0.929721,,316.958729,313.543143,24687001.000000,312.948241,0.098692,-0.311609,301.201207,1.000000,324.950012,293.850006,0.641478,1.354366,45.882640
2026-05-08,POWERGRID,315.200012,315.200012,310.600006,313.950012,7929393,0.047809,0.770514,68.965040,316.440002,315.970003,314.197730,314.197730,-3.385136,-3.385136,0.446152,6.274500,0.000000,0.728261,-1.382125,5.317010,N/A,0,0,0.775588,-0.774331,15.850006,-76.655020,23.344980,22.455355,-25.247453,327.151067,304.788939,0.409669,7.077295,18.965872,1.998567,3.957666,5.125010,-1.167345,,316.356985,313.580131,32616394.000000,314.279930,0.100288,-0.465361,301.201207,1.000000,324.950012,297.649994,0.597070,1.465203,27.173877
2026-05-11,POWERGRID,313.950012,314.049988,309.950012,310.899994,8204425,-0.971498,0.817255,62.436922,314.810004,316.377502,314.054350,314.054350,-4.323748,-4.323748,0.000000,6.119177,2.438443,0.231704,-2.554457,2.691988,N/A,0,0,0.807105,-3.116236,8.149994,-93.666789,6.333211,13.373283,-45.587614,326.017794,306.737211,0.215905,6.094170,18.803307,1.968214,3.254438,4.750896,-1.496458,,315.265587,313.336482,24411969.000000,314.981865,0.041299,-0.363606,301.201207,1.000000,324.950012,297.649994,0.485348,1.318744,74.391133
