rsi_min,rsi_max,vol_min,dist_min,dist_max,adx_min,slope_min,cmf_min,range_pct_max,atr_pct_max,body_pct_min,trades,win_rate,avg_pct,targets,stops,times
58,70,1.0,-5,0.0,15,0.2,0.05,4.0,3.0,0.3,4,75.0,1.6122936114769713,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,4.0,3.0,0.5,4,75.0,1.6122936114769713,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,3.5,,,4,75.0,-0.22667541581131795,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,3.5,,0.3,4,75.0,-0.22667541581131795,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,3.5,,0.5,4,75.0,-0.22667541581131795,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,3.5,4.0,,4,75.0,-0.22667541581131795,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,3.5,4.0,0.3,4,75.0,-0.22667541581131795,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,3.5,4.0,0.5,4,75.0,-0.22667541581131795,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,3.5,3.5,,4,75.0,-0.22667541581131795,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,3.5,3.5,0.3,4,75.0,-0.22667541581131795,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,3.5,3.5,0.5,4,75.0,-0.22667541581131795,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,3.5,3.0,,3,66.66666666666666,-0.7345307313426538,0,0,3
58,70,1.0,-5,0.0,15,0.2,0.05,3.5,3.0,0.3,3,66.66666666666666,-0.7345307313426538,0,0,3
58,70,1.0,-5,0.0,15,0.2,0.05,3.5,3.0,0.5,3,66.66666666666666,-0.7345307313426538,0,0,3
58,70,1.0,-5,0.0,15,0.2,0.05,3.0,,,4,75.0,-0.22667541581131795,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,3.0,,0.3,4,75.0,-0.22667541581131795,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,3.0,,0.5,4,75.0,-0.22667541581131795,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,3.0,4.0,,4,75.0,-0.22667541581131795,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,3.0,4.0,0.3,4,75.0,-0.22667541581131795,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,3.0,4.0,0.5,4,75.0,-0.22667541581131795,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,3.0,3.5,,4,75.0,-0.22667541581131795,0,0,4
58,70,1.0,-5,0.0,15,0.2,0.05,3.0,3.5,0.3,4,75.0,-0.22667541581131795,0,0,4
