rsi_min,rsi_max,vol_min,dip_min,dip_max,ma20_mult,slope_min,adx_min,roc_10_min,cci_20_min,macd_hist_min,atr_pct_max,trades,win_rate,avg_pct,targets,stops,times
48,65,1.0,-12,-5,0.96,0.0,33,1.0,40.0,-0.5,5.0,1,100.0,12.00000000000002,1,0,0
48,65,1.0,-12,-5,0.96,0.0,33,1.0,40.0,-0.5,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.0,33,1.0,40.0,0.0,,3,66.66666666666666,6.730574922897329,1,0,2
48,65,1.0,-12,-5,0.96,0.0,33,1.0,40.0,0.0,5.0,1,100.0,12.00000000000002,1,0,0
48,65,1.0,-12,-5,0.96,0.0,33,1.0,40.0,0.0,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.0,33,1.0,60.0,,,3,66.66666666666666,6.730574922897329,1,0,2
48,65,1.0,-12,-5,0.96,0.0,33,1.0,60.0,,5.0,1,100.0,12.00000000000002,1,0,0
48,65,1.0,-12,-5,0.96,0.0,33,1.0,60.0,,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.0,33,1.0,60.0,-0.5,,3,66.66666666666666,6.730574922897329,1,0,2
48,65,1.0,-12,-5,0.96,0.0,33,1.0,60.0,-0.5,5.0,1,100.0,12.00000000000002,1,0,0
48,65,1.0,-12,-5,0.96,0.0,33,1.0,60.0,-0.5,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.0,33,1.0,60.0,0.0,,3,66.66666666666666,6.730574922897329,1,0,2
48,65,1.0,-12,-5,0.96,0.0,33,1.0,60.0,0.0,5.0,1,100.0,12.00000000000002,1,0,0
48,65,1.0,-12,-5,0.96,0.0,33,1.0,60.0,0.0,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,,,,4,75.0,5.797578664536005,1,0,3
48,65,1.0,-12,-5,0.96,0.0,33,2.0,,,5.0,2,100.0,7.499294944726026,1,0,1
48,65,1.0,-12,-5,0.96,0.0,33,2.0,,,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,,-0.5,,3,66.66666666666666,6.730574922897329,1,0,2
48,65,1.0,-12,-5,0.96,0.0,33,2.0,,-0.5,5.0,1,100.0,12.00000000000002,1,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,,-0.5,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,,0.0,,3,66.66666666666666,6.730574922897329,1,0,2
48,65,1.0,-12,-5,0.96,0.0,33,2.0,,0.0,5.0,1,100.0,12.00000000000002,1,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,,0.0,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,0.0,,,4,75.0,5.797578664536005,1,0,3
48,65,1.0,-12,-5,0.96,0.0,33,2.0,0.0,,5.0,2,100.0,7.499294944726026,1,0,1
48,65,1.0,-12,-5,0.96,0.0,33,2.0,0.0,,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,0.0,-0.5,,3,66.66666666666666,6.730574922897329,1,0,2
48,65,1.0,-12,-5,0.96,0.0,33,2.0,0.0,-0.5,5.0,1,100.0,12.00000000000002,1,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,0.0,-0.5,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,0.0,0.0,,3,66.66666666666666,6.730574922897329,1,0,2
48,65,1.0,-12,-5,0.96,0.0,33,2.0,0.0,0.0,5.0,1,100.0,12.00000000000002,1,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,0.0,0.0,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,40.0,,,4,75.0,5.797578664536005,1,0,3
48,65,1.0,-12,-5,0.96,0.0,33,2.0,40.0,,5.0,2,100.0,7.499294944726026,1,0,1
48,65,1.0,-12,-5,0.96,0.0,33,2.0,40.0,,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,40.0,-0.5,,3,66.66666666666666,6.730574922897329,1,0,2
48,65,1.0,-12,-5,0.96,0.0,33,2.0,40.0,-0.5,5.0,1,100.0,12.00000000000002,1,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,40.0,-0.5,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,40.0,0.0,,3,66.66666666666666,6.730574922897329,1,0,2
48,65,1.0,-12,-5,0.96,0.0,33,2.0,40.0,0.0,5.0,1,100.0,12.00000000000002,1,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,40.0,0.0,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,60.0,,,3,66.66666666666666,6.730574922897329,1,0,2
48,65,1.0,-12,-5,0.96,0.0,33,2.0,60.0,,5.0,1,100.0,12.00000000000002,1,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,60.0,,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,60.0,-0.5,,3,66.66666666666666,6.730574922897329,1,0,2
48,65,1.0,-12,-5,0.96,0.0,33,2.0,60.0,-0.5,5.0,1,100.0,12.00000000000002,1,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,60.0,-0.5,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,60.0,0.0,,3,66.66666666666666,6.730574922897329,1,0,2
48,65,1.0,-12,-5,0.96,0.0,33,2.0,60.0,0.0,5.0,1,100.0,12.00000000000002,1,0,0
48,65,1.0,-12,-5,0.96,0.0,33,2.0,60.0,0.0,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,,,,,15,46.666666666666664,2.10953816897677,4,4,7
48,65,1.0,-12,-5,0.96,0.3,20,,,,5.0,10,50.0,2.0137298179182705,3,3,4
48,65,1.0,-12,-5,0.96,0.3,20,,,,4.0,3,66.66666666666666,3.4860056997455495,1,1,1
48,65,1.0,-12,-5,0.96,0.3,20,,,-0.5,,8,50.0,4.109051994898252,3,1,4
48,65,1.0,-12,-5,0.96,0.3,20,,,-0.5,5.0,5,40.0,2.5361382380988053,2,1,2
48,65,1.0,-12,-5,0.96,0.3,20,,,-0.5,4.0,2,50.0,3.0000000000000027,1,1,0
48,65,1.0,-12,-5,0.96,0.3,20,,,0.0,,8,50.0,4.109051994898252,3,1,4
48,65,1.0,-12,-5,0.96,0.3,20,,,0.0,5.0,5,40.0,2.5361382380988053,2,1,2
48,65,1.0,-12,-5,0.96,0.3,20,,,0.0,4.0,2,50.0,3.0000000000000027,1,1,0
48,65,1.0,-12,-5,0.96,0.3,20,,0.0,,,12,41.66666666666667,1.7654212862845746,3,3,6
48,65,1.0,-12,-5,0.96,0.3,20,,0.0,,5.0,7,42.857142857142854,1.3827544399922937,2,2,3
48,65,1.0,-12,-5,0.96,0.3,20,,0.0,,4.0,2,50.0,3.0000000000000027,1,1,0
48,65,1.0,-12,-5,0.96,0.3,20,,0.0,-0.5,,8,50.0,4.109051994898252,3,1,4
48,65,1.0,-12,-5,0.96,0.3,20,,0.0,-0.5,5.0,5,40.0,2.5361382380988053,2,1,2
48,65,1.0,-12,-5,0.96,0.3,20,,0.0,-0.5,4.0,2,50.0,3.0000000000000027,1,1,0
48,65,1.0,-12,-5,0.96,0.3,20,,0.0,0.0,,8,50.0,4.109051994898252,3,1,4
48,65,1.0,-12,-5,0.96,0.3,20,,0.0,0.0,5.0,5,40.0,2.5361382380988053,2,1,2
48,65,1.0,-12,-5,0.96,0.3,20,,0.0,0.0,4.0,2,50.0,3.0000000000000027,1,1,0
48,65,1.0,-12,-5,0.96,0.3,20,,40.0,,,10,50.0,2.9871005848638044,3,2,5
48,65,1.0,-12,-5,0.96,0.3,20,,40.0,,5.0,6,50.0,2.6132135133243435,2,1,3
48,65,1.0,-12,-5,0.96,0.3,20,,40.0,,4.0,2,50.0,3.0000000000000027,1,1,0
48,65,1.0,-12,-5,0.96,0.3,20,,40.0,-0.5,,8,50.0,4.109051994898252,3,1,4
48,65,1.0,-12,-5,0.96,0.3,20,,40.0,-0.5,5.0,5,40.0,2.5361382380988053,2,1,2
48,65,1.0,-12,-5,0.96,0.3,20,,40.0,-0.5,4.0,2,50.0,3.0000000000000027,1,1,0
48,65,1.0,-12,-5,0.96,0.3,20,,40.0,0.0,,8,50.0,4.109051994898252,3,1,4
48,65,1.0,-12,-5,0.96,0.3,20,,40.0,0.0,5.0,5,40.0,2.5361382380988053,2,1,2
48,65,1.0,-12,-5,0.96,0.3,20,,40.0,0.0,4.0,2,50.0,3.0000000000000027,1,1,0
48,65,1.0,-12,-5,0.96,0.3,20,,60.0,,,6,50.0,3.783162474774391,2,1,3
48,65,1.0,-12,-5,0.96,0.3,20,,60.0,,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,,60.0,,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,,60.0,-0.5,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,20,,60.0,-0.5,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,,60.0,-0.5,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,,60.0,0.0,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,20,,60.0,0.0,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,,60.0,0.0,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,0.0,,,,9,55.55555555555556,3.890179369430583,3,1,5
48,65,1.0,-12,-5,0.96,0.3,20,0.0,,,5.0,5,60.0,3.501167993881282,2,1,2
48,65,1.0,-12,-5,0.96,0.3,20,0.0,,,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,0.0,,-0.5,,6,66.66666666666666,6.783162474774393,3,0,3
48,65,1.0,-12,-5,0.96,0.3,20,0.0,,-0.5,5.0,3,66.66666666666666,6.83575002665146,2,0,1
48,65,1.0,-12,-5,0.96,0.3,20,0.0,,-0.5,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,0.0,,0.0,,6,66.66666666666666,6.783162474774393,3,0,3
48,65,1.0,-12,-5,0.96,0.3,20,0.0,,0.0,5.0,3,66.66666666666666,6.83575002665146,2,0,1
48,65,1.0,-12,-5,0.96,0.3,20,0.0,,0.0,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,0.0,0.0,,,9,55.55555555555556,3.890179369430583,3,1,5
48,65,1.0,-12,-5,0.96,0.3,20,0.0,0.0,,5.0,5,60.0,3.501167993881282,2,1,2
48,65,1.0,-12,-5,0.96,0.3,20,0.0,0.0,,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,0.0,0.0,-0.5,,6,66.66666666666666,6.783162474774393,3,0,3
48,65,1.0,-12,-5,0.96,0.3,20,0.0,0.0,-0.5,5.0,3,66.66666666666666,6.83575002665146,2,0,1
48,65,1.0,-12,-5,0.96,0.3,20,0.0,0.0,-0.5,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,0.0,0.0,0.0,,6,66.66666666666666,6.783162474774393,3,0,3
48,65,1.0,-12,-5,0.96,0.3,20,0.0,0.0,0.0,5.0,3,66.66666666666666,6.83575002665146,2,0,1
48,65,1.0,-12,-5,0.96,0.3,20,0.0,0.0,0.0,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,0.0,40.0,,,7,71.42857142857143,6.24250924829977,3,0,4
48,65,1.0,-12,-5,0.96,0.3,20,0.0,40.0,,5.0,4,75.0,5.876459992351602,2,0,2
48,65,1.0,-12,-5,0.96,0.3,20,0.0,40.0,,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,0.0,40.0,-0.5,,6,66.66666666666666,6.783162474774393,3,0,3
48,65,1.0,-12,-5,0.96,0.3,20,0.0,40.0,-0.5,5.0,3,66.66666666666666,6.83575002665146,2,0,1
48,65,1.0,-12,-5,0.96,0.3,20,0.0,40.0,-0.5,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,0.0,40.0,0.0,,6,66.66666666666666,6.783162474774393,3,0,3
48,65,1.0,-12,-5,0.96,0.3,20,0.0,40.0,0.0,5.0,3,66.66666666666666,6.83575002665146,2,0,1
48,65,1.0,-12,-5,0.96,0.3,20,0.0,40.0,0.0,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,0.0,60.0,,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,20,0.0,60.0,,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,0.0,60.0,,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,0.0,60.0,-0.5,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,20,0.0,60.0,-0.5,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,0.0,60.0,-0.5,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,0.0,60.0,0.0,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,20,0.0,60.0,0.0,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,0.0,60.0,0.0,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,1.0,,,,8,62.5,4.712195592262298,3,1,4
48,65,1.0,-12,-5,0.96,0.3,20,1.0,,,5.0,5,60.0,3.501167993881282,2,1,2
48,65,1.0,-12,-5,0.96,0.3,20,1.0,,,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,1.0,,-0.5,,6,66.66666666666666,6.783162474774393,3,0,3
48,65,1.0,-12,-5,0.96,0.3,20,1.0,,-0.5,5.0,3,66.66666666666666,6.83575002665146,2,0,1
48,65,1.0,-12,-5,0.96,0.3,20,1.0,,-0.5,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,1.0,,0.0,,6,66.66666666666666,6.783162474774393,3,0,3
48,65,1.0,-12,-5,0.96,0.3,20,1.0,,0.0,5.0,3,66.66666666666666,6.83575002665146,2,0,1
48,65,1.0,-12,-5,0.96,0.3,20,1.0,,0.0,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,1.0,0.0,,,8,62.5,4.712195592262298,3,1,4
48,65,1.0,-12,-5,0.96,0.3,20,1.0,0.0,,5.0,5,60.0,3.501167993881282,2,1,2
48,65,1.0,-12,-5,0.96,0.3,20,1.0,0.0,,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,1.0,0.0,-0.5,,6,66.66666666666666,6.783162474774393,3,0,3
48,65,1.0,-12,-5,0.96,0.3,20,1.0,0.0,-0.5,5.0,3,66.66666666666666,6.83575002665146,2,0,1
48,65,1.0,-12,-5,0.96,0.3,20,1.0,0.0,-0.5,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,1.0,0.0,0.0,,6,66.66666666666666,6.783162474774393,3,0,3
48,65,1.0,-12,-5,0.96,0.3,20,1.0,0.0,0.0,5.0,3,66.66666666666666,6.83575002665146,2,0,1
48,65,1.0,-12,-5,0.96,0.3,20,1.0,0.0,0.0,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,1.0,40.0,,,7,71.42857142857143,6.24250924829977,3,0,4
48,65,1.0,-12,-5,0.96,0.3,20,1.0,40.0,,5.0,4,75.0,5.876459992351602,2,0,2
48,65,1.0,-12,-5,0.96,0.3,20,1.0,40.0,,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,1.0,40.0,-0.5,,6,66.66666666666666,6.783162474774393,3,0,3
48,65,1.0,-12,-5,0.96,0.3,20,1.0,40.0,-0.5,5.0,3,66.66666666666666,6.83575002665146,2,0,1
48,65,1.0,-12,-5,0.96,0.3,20,1.0,40.0,-0.5,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,1.0,40.0,0.0,,6,66.66666666666666,6.783162474774393,3,0,3
48,65,1.0,-12,-5,0.96,0.3,20,1.0,40.0,0.0,5.0,3,66.66666666666666,6.83575002665146,2,0,1
48,65,1.0,-12,-5,0.96,0.3,20,1.0,40.0,0.0,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,20,1.0,60.0,,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,20,1.0,60.0,,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,1.0,60.0,,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,1.0,60.0,-0.5,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,20,1.0,60.0,-0.5,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,1.0,60.0,-0.5,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,1.0,60.0,0.0,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,20,1.0,60.0,0.0,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,1.0,60.0,0.0,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,2.0,,,,6,66.66666666666666,5.2829274563497295,2,0,4
48,65,1.0,-12,-5,0.96,0.3,20,2.0,,,5.0,3,66.66666666666666,3.8352799898021317,1,0,2
48,65,1.0,-12,-5,0.96,0.3,20,2.0,,,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,2.0,,-0.5,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,20,2.0,,-0.5,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,2.0,,-0.5,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,2.0,,0.0,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,20,2.0,,0.0,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,2.0,,0.0,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,2.0,0.0,,,6,66.66666666666666,5.2829274563497295,2,0,4
48,65,1.0,-12,-5,0.96,0.3,20,2.0,0.0,,5.0,3,66.66666666666666,3.8352799898021317,1,0,2
48,65,1.0,-12,-5,0.96,0.3,20,2.0,0.0,,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,2.0,0.0,-0.5,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,20,2.0,0.0,-0.5,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,2.0,0.0,-0.5,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,2.0,0.0,0.0,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,20,2.0,0.0,0.0,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,2.0,0.0,0.0,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,2.0,40.0,,,6,66.66666666666666,5.2829274563497295,2,0,4
48,65,1.0,-12,-5,0.96,0.3,20,2.0,40.0,,5.0,3,66.66666666666666,3.8352799898021317,1,0,2
48,65,1.0,-12,-5,0.96,0.3,20,2.0,40.0,,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,2.0,40.0,-0.5,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,20,2.0,40.0,-0.5,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,2.0,40.0,-0.5,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,2.0,40.0,0.0,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,20,2.0,40.0,0.0,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,2.0,40.0,0.0,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,2.0,60.0,,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,20,2.0,60.0,,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,2.0,60.0,,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,2.0,60.0,-0.5,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,20,2.0,60.0,-0.5,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,2.0,60.0,-0.5,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,20,2.0,60.0,0.0,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,20,2.0,60.0,0.0,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,20,2.0,60.0,0.0,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,25,,,,,14,50.0,2.390687958865135,4,4,6
48,65,1.0,-12,-5,0.96,0.3,25,,,,5.0,9,55.55555555555556,2.4404285631825613,3,3,3
48,65,1.0,-12,-5,0.96,0.3,25,,,,4.0,3,66.66666666666666,3.4860056997455495,1,1,1
48,65,1.0,-12,-5,0.96,0.3,25,,,-0.5,,7,57.14285714285714,4.956996406949479,3,1,3
48,65,1.0,-12,-5,0.96,0.3,25,,,-0.5,5.0,4,50.0,3.626812519988592,2,1,1
48,65,1.0,-12,-5,0.96,0.3,25,,,-0.5,4.0,2,50.0,3.0000000000000027,1,1,0
48,65,1.0,-12,-5,0.96,0.3,25,,,0.0,,7,57.14285714285714,4.956996406949479,3,1,3
48,65,1.0,-12,-5,0.96,0.3,25,,,0.0,5.0,4,50.0,3.626812519988592,2,1,1
48,65,1.0,-12,-5,0.96,0.3,25,,,0.0,4.0,2,50.0,3.0000000000000027,1,1,0
48,65,1.0,-12,-5,0.96,0.3,25,,0.0,,,11,45.45454545454545,2.0919649386250216,3,3,5
48,65,1.0,-12,-5,0.96,0.3,25,,0.0,,5.0,6,50.0,1.917639994901066,2,2,2
48,65,1.0,-12,-5,0.96,0.3,25,,0.0,,4.0,2,50.0,3.0000000000000027,1,1,0
48,65,1.0,-12,-5,0.96,0.3,25,,0.0,-0.5,,7,57.14285714285714,4.956996406949479,3,1,3
48,65,1.0,-12,-5,0.96,0.3,25,,0.0,-0.5,5.0,4,50.0,3.626812519988592,2,1,1
48,65,1.0,-12,-5,0.96,0.3,25,,0.0,-0.5,4.0,2,50.0,3.0000000000000027,1,1,0
48,65,1.0,-12,-5,0.96,0.3,25,,0.0,0.0,,7,57.14285714285714,4.956996406949479,3,1,3
48,65,1.0,-12,-5,0.96,0.3,25,,0.0,0.0,5.0,4,50.0,3.626812519988592,2,1,1
48,65,1.0,-12,-5,0.96,0.3,25,,0.0,0.0,4.0,2,50.0,3.0000000000000027,1,1,0
48,65,1.0,-12,-5,0.96,0.3,25,,40.0,,,9,55.55555555555556,3.5219516375664863,3,2,4
48,65,1.0,-12,-5,0.96,0.3,25,,40.0,,5.0,5,60.0,3.5011679938812805,2,1,2
48,65,1.0,-12,-5,0.96,0.3,25,,40.0,,4.0,2,50.0,3.0000000000000027,1,1,0
48,65,1.0,-12,-5,0.96,0.3,25,,40.0,-0.5,,7,57.14285714285714,4.956996406949479,3,1,3
48,65,1.0,-12,-5,0.96,0.3,25,,40.0,-0.5,5.0,4,50.0,3.626812519988592,2,1,1
48,65,1.0,-12,-5,0.96,0.3,25,,40.0,-0.5,4.0,2,50.0,3.0000000000000027,1,1,0
48,65,1.0,-12,-5,0.96,0.3,25,,40.0,0.0,,7,57.14285714285714,4.956996406949479,3,1,3
48,65,1.0,-12,-5,0.96,0.3,25,,40.0,0.0,5.0,4,50.0,3.626812519988592,2,1,1
48,65,1.0,-12,-5,0.96,0.3,25,,40.0,0.0,4.0,2,50.0,3.0000000000000027,1,1,0
48,65,1.0,-12,-5,0.96,0.3,25,,60.0,,,6,50.0,3.783162474774391,2,1,3
48,65,1.0,-12,-5,0.96,0.3,25,,60.0,,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,25,,60.0,,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,25,,60.0,-0.5,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,25,,60.0,-0.5,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,25,,60.0,-0.5,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,25,,60.0,0.0,,5,60.0,5.739794969729269,2,0,3
48,65,1.0,-12,-5,0.96,0.3,25,,60.0,0.0,5.0,2,50.0,4.253625039977181,1,0,1
48,65,1.0,-12,-5,0.96,0.3,25,,60.0,0.0,4.0,0,0.0,0.0,0,0,0
48,65,1.0,-12,-5,0.96,0.3,25,0.0,,,,9,55.55555555555556,3.890179369430583,3,1,5
48,65,1.0,-12,-5,0.96,0.3,25,0.0,,,5.0,5,60.0,3.501167993881282,2,1,2
48,65,1.0,-12,-5,0.96,0.3,25,0.0,,,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,25,0.0,,-0.5,,6,66.66666666666666,6.783162474774393,3,0,3
48,65,1.0,-12,-5,0.96,0.3,25,0.0,,-0.5,5.0,3,66.66666666666666,6.83575002665146,2,0,1
48,65,1.0,-12,-5,0.96,0.3,25,0.0,,-0.5,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,25,0.0,,0.0,,6,66.66666666666666,6.783162474774393,3,0,3
48,65,1.0,-12,-5,0.96,0.3,25,0.0,,0.0,5.0,3,66.66666666666666,6.83575002665146,2,0,1
48,65,1.0,-12,-5,0.96,0.3,25,0.0,,0.0,4.0,1,100.0,12.000000000000016,1,0,0
48,65,1.0,-12,-5,0.96,0.3,25,0.0,0.0,,,9,55.55555555555556,3.890179369430583,3,1,5
48,65,1.0,-12,-5,0.96,0.3,25,0.0,0.0,,5.0,5,60.0,3.501167993881282,2,1,2
48,65,1.0,-12,-5,0.96,0.3,25,0.0,0.0,,4.0,1,100.0,12.000000000000016,1,0,0
