ret_20d_min,rsi_min,rsi_max,vol_min,dip_min,dip_max,ut_gate,ma20_mult,adx_min,macd_hist_pos,trades,win_rate,avg_pct,targets,stops,times
10,45,60,0.7,-12,-5,False,,,False,90,43.333333333333336,0.669084797323636,23,46,21
10,45,60,0.7,-12,-5,False,,,True,51,41.17647058823529,0.3708843221870426,12,27,12
10,45,60,0.7,-12,-5,False,,18.0,False,58,51.724137931034484,2.226024867530082,20,23,15
10,45,60,0.7,-12,-5,False,,18.0,True,27,55.55555555555556,3.015660698781173,10,9,8
10,45,60,0.7,-12,-5,False,,22.0,False,54,53.70370370370371,2.3771630656152065,19,22,13
10,45,60,0.7,-12,-5,False,,22.0,True,24,58.333333333333336,3.1116750872320025,9,9,6
10,45,60,0.7,-12,-5,False,0.94,,False,90,43.333333333333336,0.669084797323636,23,46,21
10,45,60,0.7,-12,-5,False,0.94,,True,51,41.17647058823529,0.3708843221870426,12,27,12
10,45,60,0.7,-12,-5,False,0.94,18.0,False,58,51.724137931034484,2.226024867530082,20,23,15
10,45,60,0.7,-12,-5,False,0.94,18.0,True,27,55.55555555555556,3.015660698781173,10,9,8
10,45,60,0.7,-12,-5,False,0.94,22.0,False,54,53.70370370370371,2.3771630656152065,19,22,13
10,45,60,0.7,-12,-5,False,0.94,22.0,True,24,58.333333333333336,3.1116750872320025,9,9,6
10,45,60,0.7,-12,-5,False,0.96,,False,89,42.69662921348314,0.5417711433609801,22,46,21
10,45,60,0.7,-12,-5,False,0.96,,True,51,41.17647058823529,0.3708843221870426,12,27,12
10,45,60,0.7,-12,-5,False,0.96,18.0,False,58,51.724137931034484,2.226024867530082,20,23,15
10,45,60,0.7,-12,-5,False,0.96,18.0,True,27,55.55555555555556,3.015660698781173,10,9,8
10,45,60,0.7,-12,-5,False,0.96,22.0,False,54,53.70370370370371,2.3771630656152065,19,22,13
10,45,60,0.7,-12,-5,False,0.96,22.0,True,24,58.333333333333336,3.1116750872320025,9,9,6
10,45,60,0.7,-12,-5,True,,,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-5,True,,,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-12,-5,True,,18.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-5,True,,18.0,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-12,-5,True,,22.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-5,True,,22.0,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-12,-5,True,0.94,,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-5,True,0.94,,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-12,-5,True,0.94,18.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-5,True,0.94,18.0,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-12,-5,True,0.94,22.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-5,True,0.94,22.0,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-12,-5,True,0.96,,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-5,True,0.96,,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-12,-5,True,0.96,18.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-5,True,0.96,18.0,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-12,-5,True,0.96,22.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-5,True,0.96,22.0,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-10,-5,False,,,False,74,44.5945945945946,0.7735183351242624,19,38,17
10,45,60,0.7,-10,-5,False,,,True,42,45.23809523809524,0.8989475056419746,11,21,10
10,45,60,0.7,-10,-5,False,,18.0,False,49,57.14285714285714,2.9744116785642296,19,18,12
10,45,60,0.7,-10,-5,False,,18.0,True,23,60.86956521739131,3.837544942283279,10,7,6
10,45,60,0.7,-10,-5,False,,22.0,False,47,57.446808510638306,2.8811242695893595,18,18,11
10,45,60,0.7,-10,-5,False,,22.0,True,21,61.904761904761905,3.7109620044556215,9,7,5
10,45,60,0.7,-10,-5,False,0.94,,False,74,44.5945945945946,0.7735183351242624,19,38,17
10,45,60,0.7,-10,-5,False,0.94,,True,42,45.23809523809524,0.8989475056419746,11,21,10
10,45,60,0.7,-10,-5,False,0.94,18.0,False,49,57.14285714285714,2.9744116785642296,19,18,12
10,45,60,0.7,-10,-5,False,0.94,18.0,True,23,60.86956521739131,3.837544942283279,10,7,6
10,45,60,0.7,-10,-5,False,0.94,22.0,False,47,57.446808510638306,2.8811242695893595,18,18,11
10,45,60,0.7,-10,-5,False,0.94,22.0,True,21,61.904761904761905,3.7109620044556215,9,7,5
10,45,60,0.7,-10,-5,False,0.96,,False,74,44.5945945945946,0.7735183351242624,19,38,17
10,45,60,0.7,-10,-5,False,0.96,,True,42,45.23809523809524,0.8989475056419746,11,21,10
10,45,60,0.7,-10,-5,False,0.96,18.0,False,49,57.14285714285714,2.9744116785642296,19,18,12
10,45,60,0.7,-10,-5,False,0.96,18.0,True,23,60.86956521739131,3.837544942283279,10,7,6
10,45,60,0.7,-10,-5,False,0.96,22.0,False,47,57.446808510638306,2.8811242695893595,18,18,11
10,45,60,0.7,-10,-5,False,0.96,22.0,True,21,61.904761904761905,3.7109620044556215,9,7,5
10,45,60,0.7,-10,-5,True,,,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-10,-5,True,,,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-10,-5,True,,18.0,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-10,-5,True,,18.0,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-10,-5,True,,22.0,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-10,-5,True,,22.0,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-10,-5,True,0.94,,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-10,-5,True,0.94,,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-10,-5,True,0.94,18.0,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-10,-5,True,0.94,18.0,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-10,-5,True,0.94,22.0,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-10,-5,True,0.94,22.0,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-10,-5,True,0.96,,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-10,-5,True,0.96,,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-10,-5,True,0.96,18.0,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-10,-5,True,0.96,18.0,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-10,-5,True,0.96,22.0,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-10,-5,True,0.96,22.0,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-9,-5,False,,,False,61,44.26229508196721,0.6082495757192594,14,31,16
10,45,60,0.7,-9,-5,False,,,True,38,44.73684210526316,0.6777840851832351,9,19,10
10,45,60,0.7,-9,-5,False,,18.0,False,39,53.84615384615385,2.2976676812647856,13,15,11
10,45,60,0.7,-9,-5,False,,18.0,True,20,60.0,3.5131766836257703,8,6,6
10,45,60,0.7,-9,-5,False,,22.0,False,38,55.26315789473685,2.401992315536296,13,15,10
10,45,60,0.7,-9,-5,False,,22.0,True,19,63.1578947368421,3.785800110187792,8,6,5
10,45,60,0.7,-9,-5,False,0.94,,False,61,44.26229508196721,0.6082495757192594,14,31,16
10,45,60,0.7,-9,-5,False,0.94,,True,38,44.73684210526316,0.6777840851832351,9,19,10
10,45,60,0.7,-9,-5,False,0.94,18.0,False,39,53.84615384615385,2.2976676812647856,13,15,11
10,45,60,0.7,-9,-5,False,0.94,18.0,True,20,60.0,3.5131766836257703,8,6,6
10,45,60,0.7,-9,-5,False,0.94,22.0,False,38,55.26315789473685,2.401992315536296,13,15,10
10,45,60,0.7,-9,-5,False,0.94,22.0,True,19,63.1578947368421,3.785800110187792,8,6,5
10,45,60,0.7,-9,-5,False,0.96,,False,61,44.26229508196721,0.6082495757192594,14,31,16
10,45,60,0.7,-9,-5,False,0.96,,True,38,44.73684210526316,0.6777840851832351,9,19,10
10,45,60,0.7,-9,-5,False,0.96,18.0,False,39,53.84615384615385,2.2976676812647856,13,15,11
10,45,60,0.7,-9,-5,False,0.96,18.0,True,20,60.0,3.5131766836257703,8,6,6
10,45,60,0.7,-9,-5,False,0.96,22.0,False,38,55.26315789473685,2.401992315536296,13,15,10
10,45,60,0.7,-9,-5,False,0.96,22.0,True,19,63.1578947368421,3.785800110187792,8,6,5
10,45,60,0.7,-9,-5,True,,,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-9,-5,True,,,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-9,-5,True,,18.0,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-9,-5,True,,18.0,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-9,-5,True,,22.0,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-9,-5,True,,22.0,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-9,-5,True,0.94,,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-9,-5,True,0.94,,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-9,-5,True,0.94,18.0,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-9,-5,True,0.94,18.0,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-9,-5,True,0.94,22.0,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-9,-5,True,0.94,22.0,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-9,-5,True,0.96,,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-9,-5,True,0.96,,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-9,-5,True,0.96,18.0,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-9,-5,True,0.96,18.0,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-9,-5,True,0.96,22.0,False,1,0.0,-6.000000000000009,0,1,0
10,45,60,0.7,-9,-5,True,0.96,22.0,True,0,0.0,0.0,0,0,0
10,45,60,0.7,-12,-6,False,,,False,75,48.0,1.3352525422749897,21,34,20
10,45,60,0.7,-12,-6,False,,,True,41,48.78048780487805,1.5814977888545403,12,18,11
10,45,60,0.7,-12,-6,False,,18.0,False,51,54.90196078431373,2.649204751308721,18,18,15
10,45,60,0.7,-12,-6,False,,18.0,True,23,65.21739130434783,4.583601689873551,10,5,8
10,45,60,0.7,-12,-6,False,,22.0,False,47,57.446808510638306,2.858868203047258,17,17,13
10,45,60,0.7,-12,-6,False,,22.0,True,20,70.0,4.934010104678403,9,5,6
10,45,60,0.7,-12,-6,False,0.94,,False,75,48.0,1.3352525422749897,21,34,20
10,45,60,0.7,-12,-6,False,0.94,,True,41,48.78048780487805,1.5814977888545403,12,18,11
10,45,60,0.7,-12,-6,False,0.94,18.0,False,51,54.90196078431373,2.649204751308721,18,18,15
10,45,60,0.7,-12,-6,False,0.94,18.0,True,23,65.21739130434783,4.583601689873551,10,5,8
10,45,60,0.7,-12,-6,False,0.94,22.0,False,47,57.446808510638306,2.858868203047258,17,17,13
10,45,60,0.7,-12,-6,False,0.94,22.0,True,20,70.0,4.934010104678403,9,5,6
10,45,60,0.7,-12,-6,False,0.96,,False,74,47.2972972972973,1.1911343333868138,20,34,20
10,45,60,0.7,-12,-6,False,0.96,,True,41,48.78048780487805,1.5814977888545403,12,18,11
10,45,60,0.7,-12,-6,False,0.96,18.0,False,51,54.90196078431373,2.649204751308721,18,18,15
10,45,60,0.7,-12,-6,False,0.96,18.0,True,23,65.21739130434783,4.583601689873551,10,5,8
10,45,60,0.7,-12,-6,False,0.96,22.0,False,47,57.446808510638306,2.858868203047258,17,17,13
10,45,60,0.7,-12,-6,False,0.96,22.0,True,20,70.0,4.934010104678403,9,5,6
10,45,60,0.7,-12,-6,True,,,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-6,True,,,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-12,-6,True,,18.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-6,True,,18.0,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-12,-6,True,,22.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-6,True,,22.0,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-12,-6,True,0.94,,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-6,True,0.94,,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-12,-6,True,0.94,18.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-6,True,0.94,18.0,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-12,-6,True,0.94,22.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-6,True,0.94,22.0,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-12,-6,True,0.96,,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-6,True,0.96,,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-12,-6,True,0.96,18.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-6,True,0.96,18.0,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-12,-6,True,0.96,22.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-12,-6,True,0.96,22.0,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-15,-6,False,,,False,88,47.72727272727273,1.47073147211252,25,39,24
10,45,60,0.7,-15,-6,False,,,True,48,47.91666666666667,1.5453225491173157,14,21,13
10,45,60,0.7,-15,-6,False,,18.0,False,61,54.09836065573771,2.7410774934105397,22,21,18
10,45,60,0.7,-15,-6,False,,18.0,True,29,62.06896551724138,4.164031444196091,12,7,10
10,45,60,0.7,-15,-6,False,,22.0,False,55,56.36363636363636,3.054658368952374,21,19,15
10,45,60,0.7,-15,-6,False,,22.0,True,24,66.66666666666666,4.814891461501009,11,6,7
10,45,60,0.7,-15,-6,False,0.94,,False,88,47.72727272727273,1.47073147211252,25,39,24
10,45,60,0.7,-15,-6,False,0.94,,True,48,47.91666666666667,1.5453225491173157,14,21,13
10,45,60,0.7,-15,-6,False,0.94,18.0,False,61,54.09836065573771,2.7410774934105397,22,21,18
10,45,60,0.7,-15,-6,False,0.94,18.0,True,29,62.06896551724138,4.164031444196091,12,7,10
10,45,60,0.7,-15,-6,False,0.94,22.0,False,55,56.36363636363636,3.054658368952374,21,19,15
10,45,60,0.7,-15,-6,False,0.94,22.0,True,24,66.66666666666666,4.814891461501009,11,6,7
10,45,60,0.7,-15,-6,False,0.96,,False,86,46.51162790697674,1.2258647621616476,23,39,24
10,45,60,0.7,-15,-6,False,0.96,,True,48,47.91666666666667,1.5453225491173157,14,21,13
10,45,60,0.7,-15,-6,False,0.96,18.0,False,61,54.09836065573771,2.7410774934105397,22,21,18
10,45,60,0.7,-15,-6,False,0.96,18.0,True,29,62.06896551724138,4.164031444196091,12,7,10
10,45,60,0.7,-15,-6,False,0.96,22.0,False,55,56.36363636363636,3.054658368952374,21,19,15
10,45,60,0.7,-15,-6,False,0.96,22.0,True,24,66.66666666666666,4.814891461501009,11,6,7
10,45,60,0.7,-15,-6,True,,,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-15,-6,True,,,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-15,-6,True,,18.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-15,-6,True,,18.0,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-15,-6,True,,22.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-15,-6,True,,22.0,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-15,-6,True,0.94,,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-15,-6,True,0.94,,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-15,-6,True,0.94,18.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-15,-6,True,0.94,18.0,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-15,-6,True,0.94,22.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-15,-6,True,0.94,22.0,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-15,-6,True,0.96,,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-15,-6,True,0.96,,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-15,-6,True,0.96,18.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-15,-6,True,0.96,18.0,True,1,100.0,8.75,0,0,1
10,45,60,0.7,-15,-6,True,0.96,22.0,False,3,33.33333333333333,-1.0833333333333381,0,2,1
10,45,60,0.7,-15,-6,True,0.96,22.0,True,1,100.0,8.75,0,0,1
10,45,60,0.9,-12,-5,False,,,False,62,35.483870967741936,-0.3861053421781538,13,36,13
10,45,60,0.9,-12,-5,False,,,True,39,41.02564102564102,0.42210247098196163,10,21,8
10,45,60,0.9,-12,-5,False,,18.0,False,41,46.34146341463415,1.5937292855737741,13,18,10
10,45,60,0.9,-12,-5,False,,18.0,True,24,58.333333333333336,3.572722969873643,10,8,6
10,45,60,0.9,-12,-5,False,,22.0,False,39,46.15384615384615,1.4105017725532654,12,18,9
10,45,60,0.9,-12,-5,False,,22.0,True,22,59.09090909090909,3.4278190771827295,9,8,5
10,45,60,0.9,-12,-5,False,0.94,,False,62,35.483870967741936,-0.3861053421781538,13,36,13
10,45,60,0.9,-12,-5,False,0.94,,True,39,41.02564102564102,0.42210247098196163,10,21,8
10,45,60,0.9,-12,-5,False,0.94,18.0,False,41,46.34146341463415,1.5937292855737741,13,18,10
10,45,60,0.9,-12,-5,False,0.94,18.0,True,24,58.333333333333336,3.572722969873643,10,8,6
10,45,60,0.9,-12,-5,False,0.94,22.0,False,39,46.15384615384615,1.4105017725532654,12,18,9
10,45,60,0.9,-12,-5,False,0.94,22.0,True,22,59.09090909090909,3.4278190771827295,9,8,5
10,45,60,0.9,-12,-5,False,0.96,,False,62,35.483870967741936,-0.3861053421781538,13,36,13
10,45,60,0.9,-12,-5,False,0.96,,True,39,41.02564102564102,0.42210247098196163,10,21,8
10,45,60,0.9,-12,-5,False,0.96,18.0,False,41,46.34146341463415,1.5937292855737741,13,18,10
10,45,60,0.9,-12,-5,False,0.96,18.0,True,24,58.333333333333336,3.572722969873643,10,8,6
10,45,60,0.9,-12,-5,False,0.96,22.0,False,39,46.15384615384615,1.4105017725532654,12,18,9
10,45,60,0.9,-12,-5,False,0.96,22.0,True,22,59.09090909090909,3.4278190771827295,9,8,5
10,45,60,0.9,-12,-5,True,,,False,2,50.0,1.3749999999999978,0,1,1
10,45,60,0.9,-12,-5,True,,,True,1,100.0,8.75,0,0,1
10,45,60,0.9,-12,-5,True,,18.0,False,2,50.0,1.3749999999999978,0,1,1
10,45,60,0.9,-12,-5,True,,18.0,True,1,100.0,8.75,0,0,1
10,45,60,0.9,-12,-5,True,,22.0,False,2,50.0,1.3749999999999978,0,1,1
10,45,60,0.9,-12,-5,True,,22.0,True,1,100.0,8.75,0,0,1
10,45,60,0.9,-12,-5,True,0.94,,False,2,50.0,1.3749999999999978,0,1,1
10,45,60,0.9,-12,-5,True,0.94,,True,1,100.0,8.75,0,0,1
10,45,60,0.9,-12,-5,True,0.94,18.0,False,2,50.0,1.3749999999999978,0,1,1
10,45,60,0.9,-12,-5,True,0.94,18.0,True,1,100.0,8.75,0,0,1
10,45,60,0.9,-12,-5,True,0.94,22.0,False,2,50.0,1.3749999999999978,0,1,1
10,45,60,0.9,-12,-5,True,0.94,22.0,True,1,100.0,8.75,0,0,1
10,45,60,0.9,-12,-5,True,0.96,,False,2,50.0,1.3749999999999978,0,1,1
10,45,60,0.9,-12,-5,True,0.96,,True,1,100.0,8.75,0,0,1
10,45,60,0.9,-12,-5,True,0.96,18.0,False,2,50.0,1.3749999999999978,0,1,1
10,45,60,0.9,-12,-5,True,0.96,18.0,True,1,100.0,8.75,0,0,1
10,45,60,0.9,-12,-5,True,0.96,22.0,False,2,50.0,1.3749999999999978,0,1,1
10,45,60,0.9,-12,-5,True,0.96,22.0,True,1,100.0,8.75,0,0,1
10,45,60,0.9,-10,-5,False,,,False,55,36.36363636363637,-0.3071362925012144,12,32,11
10,45,60,0.9,-10,-5,False,,,True,34,41.17647058823529,0.4032940108322494,9,18,7
10,45,60,0.9,-10,-5,False,,18.0,False,35,48.57142857142857,1.8968267381715285,12,15,8
10,45,60,0.9,-10,-5,False,,18.0,True,20,60.0,3.8497675638483706,9,6,5
10,45,60,0.9,-10,-5,False,,22.0,False,33,48.484848484848484,1.698654674456246,11,15,7
10,45,60,0.9,-10,-5,False,,22.0,True,18,61.111111111111114,3.7034455387788916,8,6,4
10,45,60,0.9,-10,-5,False,0.94,,False,55,36.36363636363637,-0.3071362925012144,12,32,11
10,45,60,0.9,-10,-5,False,0.94,,True,34,41.17647058823529,0.4032940108322494,9,18,7
10,45,60,0.9,-10,-5,False,0.94,18.0,False,35,48.57142857142857,1.8968267381715285,12,15,8
10,45,60,0.9,-10,-5,False,0.94,18.0,True,20,60.0,3.8497675638483706,9,6,5
10,45,60,0.9,-10,-5,False,0.94,22.0,False,33,48.484848484848484,1.698654674456246,11,15,7
10,45,60,0.9,-10,-5,False,0.94,22.0,True,18,61.111111111111114,3.7034455387788916,8,6,4
10,45,60,0.9,-10,-5,False,0.96,,False,55,36.36363636363637,-0.3071362925012144,12,32,11
10,45,60,0.9,-10,-5,False,0.96,,True,34,41.17647058823529,0.4032940108322494,9,18,7
10,45,60,0.9,-10,-5,False,0.96,18.0,False,35,48.57142857142857,1.8968267381715285,12,15,8
10,45,60,0.9,-10,-5,False,0.96,18.0,True,20,60.0,3.8497675638483706,9,6,5
10,45,60,0.9,-10,-5,False,0.96,22.0,False,33,48.484848484848484,1.698654674456246,11,15,7
10,45,60,0.9,-10,-5,False,0.96,22.0,True,18,61.111111111111114,3.7034455387788916,8,6,4
10,45,60,0.9,-10,-5,True,,,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-10,-5,True,,,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-10,-5,True,,18.0,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-10,-5,True,,18.0,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-10,-5,True,,22.0,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-10,-5,True,,22.0,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-10,-5,True,0.94,,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-10,-5,True,0.94,,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-10,-5,True,0.94,18.0,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-10,-5,True,0.94,18.0,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-10,-5,True,0.94,22.0,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-10,-5,True,0.94,22.0,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-10,-5,True,0.96,,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-10,-5,True,0.96,,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-10,-5,True,0.96,18.0,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-10,-5,True,0.96,18.0,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-10,-5,True,0.96,22.0,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-10,-5,True,0.96,22.0,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,False,,,False,49,38.775510204081634,0.022602120661902775,11,27,11
10,45,60,0.9,-9,-5,False,,,True,32,40.625,0.24099988650926513,8,17,7
10,45,60,0.9,-9,-5,False,,18.0,False,31,51.61290322580645,2.3351269624517257,11,12,8
10,45,60,0.9,-9,-5,False,,18.0,True,18,61.111111111111114,3.944186182053745,8,5,5
10,45,60,0.9,-9,-5,False,,22.0,False,30,53.333333333333336,2.468520141901871,11,12,7
10,45,60,0.9,-9,-5,False,,22.0,True,17,64.70588235294117,4.2742364528247085,8,5,4
10,45,60,0.9,-9,-5,False,0.94,,False,49,38.775510204081634,0.022602120661902775,11,27,11
10,45,60,0.9,-9,-5,False,0.94,,True,32,40.625,0.24099988650926513,8,17,7
10,45,60,0.9,-9,-5,False,0.94,18.0,False,31,51.61290322580645,2.3351269624517257,11,12,8
10,45,60,0.9,-9,-5,False,0.94,18.0,True,18,61.111111111111114,3.944186182053745,8,5,5
10,45,60,0.9,-9,-5,False,0.94,22.0,False,30,53.333333333333336,2.468520141901871,11,12,7
10,45,60,0.9,-9,-5,False,0.94,22.0,True,17,64.70588235294117,4.2742364528247085,8,5,4
10,45,60,0.9,-9,-5,False,0.96,,False,49,38.775510204081634,0.022602120661902775,11,27,11
10,45,60,0.9,-9,-5,False,0.96,,True,32,40.625,0.24099988650926513,8,17,7
10,45,60,0.9,-9,-5,False,0.96,18.0,False,31,51.61290322580645,2.3351269624517257,11,12,8
10,45,60,0.9,-9,-5,False,0.96,18.0,True,18,61.111111111111114,3.944186182053745,8,5,5
10,45,60,0.9,-9,-5,False,0.96,22.0,False,30,53.333333333333336,2.468520141901871,11,12,7
10,45,60,0.9,-9,-5,False,0.96,22.0,True,17,64.70588235294117,4.2742364528247085,8,5,4
10,45,60,0.9,-9,-5,True,,,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,True,,,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,True,,18.0,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,True,,18.0,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,True,,22.0,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,True,,22.0,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,True,0.94,,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,True,0.94,,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,True,0.94,18.0,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,True,0.94,18.0,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,True,0.94,22.0,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,True,0.94,22.0,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,True,0.96,,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,True,0.96,,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,True,0.96,18.0,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,True,0.96,18.0,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,True,0.96,22.0,False,0,0.0,0.0,0,0,0
10,45,60,0.9,-9,-5,True,0.96,22.0,True,0,0.0,0.0,0,0,0
10,45,60,0.9,-12,-6,False,,,False,47,42.5531914893617,0.5510179394722058,11,24,12
10,45,60,0.9,-12,-6,False,,,True,30,50.0,1.7487332122765504,9,13,8
10,45,60,0.9,-12,-6,False,,18.0,False,33,51.515151515151516,2.2175537902655726,11,13,9
10,45,60,0.9,-12,-6,False,,18.0,True,20,65.0,4.58726756384837,9,5,6
