ret_20d_min,rsi_min,rsi_max,vol_min,dip_min,dip_max,ut_gate,ma20_mult,adx_min,macd_hist_pos,trades,win_rate,avg_pct,targets,stops,times
15,50,60,1.1,-10,-5,True,,18.0,False,0,0.0,0.0,0,0,0
15,50,60,1.1,-10,-5,True,,18.0,True,0,0.0,0.0,0,0,0
15,50,60,1.1,-10,-5,True,,22.0,False,0,0.0,0.0,0,0,0
15,50,60,1.1,-10,-5,True,,22.0,True,0,0.0,0.0,0,0,0
15,50,60,1.1,-10,-5,True,0.94,,False,0,0.0,0.0,0,0,0
15,50,60,1.1,-10,-5,True,0.94,,True,0,0.0,0.0,0,0,0
15,50,60,1.1,-10,-5,True,0.94,18.0,False,0,0.0,0.0,0,0,0
15,50,60,1.1,-10,-5,True,0.94,18.0,True,0,0.0,0.0,0,0,0
15,50,60,1.1,-10,-5,True,0.94,22.0,False,0,0.0,0.0,0,0,0
15,50,60,1.1,-10,-5,True,0.94,22.0,True,0,0.0,0.0,0,0,0
15,50,60,1.1,-10,-5,True,0.96,,False,0,0.0,0.0,0,0,0
15,50,60,1.1,-10,-5,True,0.96,,True,0,0.0,0.0,0,0,0
15,50,60,1.1,-10,-5,True,0.96,18.0,False,0,0.0,0.0,0,0,0
15,50,60,1.1,-10,-5,True,0.96,18.0,True,0,0.0,0.0,0,0,0
15,50,60,1.1,-10,-5,True,0.96,22.0,False,0,0.0,0.0,0,0,0
15,50,60,1.1,-10,-5,True,0.96,22.0,True,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,False,,,False,8,25.0,-2.8374217906165646,1,6,1
15,50,60,1.1,-9,-5,False,,,True,6,33.33333333333333,-1.7832290541554183,1,4,1
15,50,60,1.1,-9,-5,False,,18.0,False,4,50.0,0.3251564187668765,1,2,1
15,50,60,1.1,-9,-5,False,,18.0,True,3,66.66666666666666,2.433541891689168,1,1,1
15,50,60,1.1,-9,-5,False,,22.0,False,4,50.0,0.3251564187668765,1,2,1
15,50,60,1.1,-9,-5,False,,22.0,True,3,66.66666666666666,2.433541891689168,1,1,1
15,50,60,1.1,-9,-5,False,0.94,,False,8,25.0,-2.8374217906165646,1,6,1
15,50,60,1.1,-9,-5,False,0.94,,True,6,33.33333333333333,-1.7832290541554183,1,4,1
15,50,60,1.1,-9,-5,False,0.94,18.0,False,4,50.0,0.3251564187668765,1,2,1
15,50,60,1.1,-9,-5,False,0.94,18.0,True,3,66.66666666666666,2.433541891689168,1,1,1
15,50,60,1.1,-9,-5,False,0.94,22.0,False,4,50.0,0.3251564187668765,1,2,1
15,50,60,1.1,-9,-5,False,0.94,22.0,True,3,66.66666666666666,2.433541891689168,1,1,1
15,50,60,1.1,-9,-5,False,0.96,,False,8,25.0,-2.8374217906165646,1,6,1
15,50,60,1.1,-9,-5,False,0.96,,True,6,33.33333333333333,-1.7832290541554183,1,4,1
15,50,60,1.1,-9,-5,False,0.96,18.0,False,4,50.0,0.3251564187668765,1,2,1
15,50,60,1.1,-9,-5,False,0.96,18.0,True,3,66.66666666666666,2.433541891689168,1,1,1
15,50,60,1.1,-9,-5,False,0.96,22.0,False,4,50.0,0.3251564187668765,1,2,1
15,50,60,1.1,-9,-5,False,0.96,22.0,True,3,66.66666666666666,2.433541891689168,1,1,1
15,50,60,1.1,-9,-5,True,,,False,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,True,,,True,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,True,,18.0,False,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,True,,18.0,True,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,True,,22.0,False,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,True,,22.0,True,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,True,0.94,,False,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,True,0.94,,True,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,True,0.94,18.0,False,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,True,0.94,18.0,True,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,True,0.94,22.0,False,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,True,0.94,22.0,True,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,True,0.96,,False,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,True,0.96,,True,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,True,0.96,18.0,False,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,True,0.96,18.0,True,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,True,0.96,22.0,False,0,0.0,0.0,0,0,0
15,50,60,1.1,-9,-5,True,0.96,22.0,True,0,0.0,0.0,0,0,0
15,50,60,1.1,-12,-6,False,,,False,12,25.0,-2.478784121034273,1,8,3
15,50,60,1.1,-12,-6,False,,,True,10,30.0,-1.994937432493252,1,7,2
15,50,60,1.1,-12,-6,False,,18.0,False,7,42.857142857142854,0.036370078226963684,1,3,3
15,50,60,1.1,-12,-6,False,,18.0,True,5,60.0,2.0101251350134994,1,2,2
15,50,60,1.1,-12,-6,False,,22.0,False,7,42.857142857142854,0.036370078226963684,1,3,3
15,50,60,1.1,-12,-6,False,,22.0,True,5,60.0,2.0101251350134994,1,2,2
15,50,60,1.1,-12,-6,False,0.94,,False,12,25.0,-2.478784121034273,1,8,3
15,50,60,1.1,-12,-6,False,0.94,,True,10,30.0,-1.994937432493252,1,7,2
15,50,60,1.1,-12,-6,False,0.94,18.0,False,7,42.857142857142854,0.036370078226963684,1,3,3
15,50,60,1.1,-12,-6,False,0.94,18.0,True,5,60.0,2.0101251350134994,1,2,2
15,50,60,1.1,-12,-6,False,0.94,22.0,False,7,42.857142857142854,0.036370078226963684,1,3,3
15,50,60,1.1,-12,-6,False,0.94,22.0,True,5,60.0,2.0101251350134994,1,2,2
15,50,60,1.1,-12,-6,False,0.96,,False,12,25.0,-2.478784121034273,1,8,3
15,50,60,1.1,-12,-6,False,0.96,,True,10,30.0,-1.994937432493252,1,7,2
15,50,60,1.1,-12,-6,False,0.96,18.0,False,7,42.857142857142854,0.036370078226963684,1,3,3
15,50,60,1.1,-12,-6,False,0.96,18.0,True,5,60.0,2.0101251350134994,1,2,2
15,50,60,1.1,-12,-6,False,0.96,22.0,False,7,42.857142857142854,0.036370078226963684,1,3,3
15,50,60,1.1,-12,-6,False,0.96,22.0,True,5,60.0,2.0101251350134994,1,2,2
15,50,60,1.1,-12,-6,True,,,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-12,-6,True,,,True,1,100.0,8.75,0,0,1
15,50,60,1.1,-12,-6,True,,18.0,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-12,-6,True,,18.0,True,1,100.0,8.75,0,0,1
15,50,60,1.1,-12,-6,True,,22.0,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-12,-6,True,,22.0,True,1,100.0,8.75,0,0,1
15,50,60,1.1,-12,-6,True,0.94,,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-12,-6,True,0.94,,True,1,100.0,8.75,0,0,1
15,50,60,1.1,-12,-6,True,0.94,18.0,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-12,-6,True,0.94,18.0,True,1,100.0,8.75,0,0,1
15,50,60,1.1,-12,-6,True,0.94,22.0,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-12,-6,True,0.94,22.0,True,1,100.0,8.75,0,0,1
15,50,60,1.1,-12,-6,True,0.96,,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-12,-6,True,0.96,,True,1,100.0,8.75,0,0,1
15,50,60,1.1,-12,-6,True,0.96,18.0,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-12,-6,True,0.96,18.0,True,1,100.0,8.75,0,0,1
15,50,60,1.1,-12,-6,True,0.96,22.0,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-12,-6,True,0.96,22.0,True,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,False,,,False,14,28.57142857142857,-2.4318351956093034,1,9,4
15,50,60,1.1,-15,-6,False,,,True,12,33.33333333333333,-2.020804800920958,1,8,3
15,50,60,1.1,-15,-6,False,,18.0,False,9,44.44444444444444,-0.4495214153922487,1,4,4
15,50,60,1.1,-15,-6,False,,18.0,True,7,57.14285714285714,0.821477484135502,1,3,3
15,50,60,1.1,-15,-6,False,,22.0,False,9,44.44444444444444,-0.4495214153922487,1,4,4
15,50,60,1.1,-15,-6,False,,22.0,True,7,57.14285714285714,0.821477484135502,1,3,3
15,50,60,1.1,-15,-6,False,0.94,,False,14,28.57142857142857,-2.4318351956093034,1,9,4
15,50,60,1.1,-15,-6,False,0.94,,True,12,33.33333333333333,-2.020804800920958,1,8,3
15,50,60,1.1,-15,-6,False,0.94,18.0,False,9,44.44444444444444,-0.4495214153922487,1,4,4
15,50,60,1.1,-15,-6,False,0.94,18.0,True,7,57.14285714285714,0.821477484135502,1,3,3
15,50,60,1.1,-15,-6,False,0.94,22.0,False,9,44.44444444444444,-0.4495214153922487,1,4,4
15,50,60,1.1,-15,-6,False,0.94,22.0,True,7,57.14285714285714,0.821477484135502,1,3,3
15,50,60,1.1,-15,-6,False,0.96,,False,14,28.57142857142857,-2.4318351956093034,1,9,4
15,50,60,1.1,-15,-6,False,0.96,,True,12,33.33333333333333,-2.020804800920958,1,8,3
15,50,60,1.1,-15,-6,False,0.96,18.0,False,9,44.44444444444444,-0.4495214153922487,1,4,4
15,50,60,1.1,-15,-6,False,0.96,18.0,True,7,57.14285714285714,0.821477484135502,1,3,3
15,50,60,1.1,-15,-6,False,0.96,22.0,False,9,44.44444444444444,-0.4495214153922487,1,4,4
15,50,60,1.1,-15,-6,False,0.96,22.0,True,7,57.14285714285714,0.821477484135502,1,3,3
15,50,60,1.1,-15,-6,True,,,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,True,,,True,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,True,,18.0,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,True,,18.0,True,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,True,,22.0,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,True,,22.0,True,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,True,0.94,,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,True,0.94,,True,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,True,0.94,18.0,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,True,0.94,18.0,True,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,True,0.94,22.0,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,True,0.94,22.0,True,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,True,0.96,,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,True,0.96,,True,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,True,0.96,18.0,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,True,0.96,18.0,True,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,True,0.96,22.0,False,1,100.0,8.75,0,0,1
15,50,60,1.1,-15,-6,True,0.96,22.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,False,,,False,10,20.0,-2.5046035127478765,1,7,2
15,50,60,1.3,-12,-5,False,,,True,7,28.57142857142857,-1.3214285714285718,1,5,1
15,50,60,1.3,-12,-5,False,,18.0,False,6,33.33333333333333,-0.17433918791312583,1,3,2
15,50,60,1.3,-12,-5,False,,18.0,True,4,50.0,2.187499999999999,1,2,1
15,50,60,1.3,-12,-5,False,,22.0,False,6,33.33333333333333,-0.17433918791312583,1,3,2
15,50,60,1.3,-12,-5,False,,22.0,True,4,50.0,2.187499999999999,1,2,1
15,50,60,1.3,-12,-5,False,0.94,,False,10,20.0,-2.5046035127478765,1,7,2
15,50,60,1.3,-12,-5,False,0.94,,True,7,28.57142857142857,-1.3214285714285718,1,5,1
15,50,60,1.3,-12,-5,False,0.94,18.0,False,6,33.33333333333333,-0.17433918791312583,1,3,2
15,50,60,1.3,-12,-5,False,0.94,18.0,True,4,50.0,2.187499999999999,1,2,1
15,50,60,1.3,-12,-5,False,0.94,22.0,False,6,33.33333333333333,-0.17433918791312583,1,3,2
15,50,60,1.3,-12,-5,False,0.94,22.0,True,4,50.0,2.187499999999999,1,2,1
15,50,60,1.3,-12,-5,False,0.96,,False,10,20.0,-2.5046035127478765,1,7,2
15,50,60,1.3,-12,-5,False,0.96,,True,7,28.57142857142857,-1.3214285714285718,1,5,1
15,50,60,1.3,-12,-5,False,0.96,18.0,False,6,33.33333333333333,-0.17433918791312583,1,3,2
15,50,60,1.3,-12,-5,False,0.96,18.0,True,4,50.0,2.187499999999999,1,2,1
15,50,60,1.3,-12,-5,False,0.96,22.0,False,6,33.33333333333333,-0.17433918791312583,1,3,2
15,50,60,1.3,-12,-5,False,0.96,22.0,True,4,50.0,2.187499999999999,1,2,1
15,50,60,1.3,-12,-5,True,,,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,True,,,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,True,,18.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,True,,18.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,True,,22.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,True,,22.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,True,0.94,,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,True,0.94,,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,True,0.94,18.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,True,0.94,18.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,True,0.94,22.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,True,0.94,22.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,True,0.96,,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,True,0.96,,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,True,0.96,18.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,True,0.96,18.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,True,0.96,22.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-5,True,0.96,22.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-10,-5,False,,,False,5,20.0,-2.400000000000001,1,4,0
15,50,60,1.3,-10,-5,False,,,True,3,33.33333333333333,1.1842378929335002e-15,1,2,0
15,50,60,1.3,-10,-5,False,,18.0,False,3,33.33333333333333,2.3684757858670005e-15,1,2,0
15,50,60,1.3,-10,-5,False,,18.0,True,2,50.0,3.000000000000002,1,1,0
15,50,60,1.3,-10,-5,False,,22.0,False,3,33.33333333333333,2.3684757858670005e-15,1,2,0
15,50,60,1.3,-10,-5,False,,22.0,True,2,50.0,3.000000000000002,1,1,0
15,50,60,1.3,-10,-5,False,0.94,,False,5,20.0,-2.400000000000001,1,4,0
15,50,60,1.3,-10,-5,False,0.94,,True,3,33.33333333333333,1.1842378929335002e-15,1,2,0
15,50,60,1.3,-10,-5,False,0.94,18.0,False,3,33.33333333333333,2.3684757858670005e-15,1,2,0
15,50,60,1.3,-10,-5,False,0.94,18.0,True,2,50.0,3.000000000000002,1,1,0
15,50,60,1.3,-10,-5,False,0.94,22.0,False,3,33.33333333333333,2.3684757858670005e-15,1,2,0
15,50,60,1.3,-10,-5,False,0.94,22.0,True,2,50.0,3.000000000000002,1,1,0
15,50,60,1.3,-10,-5,False,0.96,,False,5,20.0,-2.400000000000001,1,4,0
15,50,60,1.3,-10,-5,False,0.96,,True,3,33.33333333333333,1.1842378929335002e-15,1,2,0
15,50,60,1.3,-10,-5,False,0.96,18.0,False,3,33.33333333333333,2.3684757858670005e-15,1,2,0
15,50,60,1.3,-10,-5,False,0.96,18.0,True,2,50.0,3.000000000000002,1,1,0
15,50,60,1.3,-10,-5,False,0.96,22.0,False,3,33.33333333333333,2.3684757858670005e-15,1,2,0
15,50,60,1.3,-10,-5,False,0.96,22.0,True,2,50.0,3.000000000000002,1,1,0
15,50,60,1.3,-10,-5,True,,,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-10,-5,True,,,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-10,-5,True,,18.0,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-10,-5,True,,18.0,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-10,-5,True,,22.0,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-10,-5,True,,22.0,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-10,-5,True,0.94,,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-10,-5,True,0.94,,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-10,-5,True,0.94,18.0,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-10,-5,True,0.94,18.0,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-10,-5,True,0.94,22.0,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-10,-5,True,0.94,22.0,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-10,-5,True,0.96,,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-10,-5,True,0.96,,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-10,-5,True,0.96,18.0,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-10,-5,True,0.96,18.0,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-10,-5,True,0.96,22.0,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-10,-5,True,0.96,22.0,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,False,,,False,5,20.0,-2.400000000000001,1,4,0
15,50,60,1.3,-9,-5,False,,,True,3,33.33333333333333,1.1842378929335002e-15,1,2,0
15,50,60,1.3,-9,-5,False,,18.0,False,3,33.33333333333333,2.3684757858670005e-15,1,2,0
15,50,60,1.3,-9,-5,False,,18.0,True,2,50.0,3.000000000000002,1,1,0
15,50,60,1.3,-9,-5,False,,22.0,False,3,33.33333333333333,2.3684757858670005e-15,1,2,0
15,50,60,1.3,-9,-5,False,,22.0,True,2,50.0,3.000000000000002,1,1,0
15,50,60,1.3,-9,-5,False,0.94,,False,5,20.0,-2.400000000000001,1,4,0
15,50,60,1.3,-9,-5,False,0.94,,True,3,33.33333333333333,1.1842378929335002e-15,1,2,0
15,50,60,1.3,-9,-5,False,0.94,18.0,False,3,33.33333333333333,2.3684757858670005e-15,1,2,0
15,50,60,1.3,-9,-5,False,0.94,18.0,True,2,50.0,3.000000000000002,1,1,0
15,50,60,1.3,-9,-5,False,0.94,22.0,False,3,33.33333333333333,2.3684757858670005e-15,1,2,0
15,50,60,1.3,-9,-5,False,0.94,22.0,True,2,50.0,3.000000000000002,1,1,0
15,50,60,1.3,-9,-5,False,0.96,,False,5,20.0,-2.400000000000001,1,4,0
15,50,60,1.3,-9,-5,False,0.96,,True,3,33.33333333333333,1.1842378929335002e-15,1,2,0
15,50,60,1.3,-9,-5,False,0.96,18.0,False,3,33.33333333333333,2.3684757858670005e-15,1,2,0
15,50,60,1.3,-9,-5,False,0.96,18.0,True,2,50.0,3.000000000000002,1,1,0
15,50,60,1.3,-9,-5,False,0.96,22.0,False,3,33.33333333333333,2.3684757858670005e-15,1,2,0
15,50,60,1.3,-9,-5,False,0.96,22.0,True,2,50.0,3.000000000000002,1,1,0
15,50,60,1.3,-9,-5,True,,,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,True,,,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,True,,18.0,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,True,,18.0,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,True,,22.0,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,True,,22.0,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,True,0.94,,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,True,0.94,,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,True,0.94,18.0,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,True,0.94,18.0,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,True,0.94,22.0,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,True,0.94,22.0,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,True,0.96,,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,True,0.96,,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,True,0.96,18.0,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,True,0.96,18.0,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,True,0.96,22.0,False,0,0.0,0.0,0,0,0
15,50,60,1.3,-9,-5,True,0.96,22.0,True,0,0.0,0.0,0,0,0
15,50,60,1.3,-12,-6,False,,,False,9,22.22222222222222,-2.1162261252754173,1,6,2
15,50,60,1.3,-12,-6,False,,,True,7,28.57142857142857,-1.3214285714285718,1,5,1
15,50,60,1.3,-12,-6,False,,18.0,False,6,33.33333333333333,-0.17433918791312583,1,3,2
15,50,60,1.3,-12,-6,False,,18.0,True,4,50.0,2.187499999999999,1,2,1
15,50,60,1.3,-12,-6,False,,22.0,False,6,33.33333333333333,-0.17433918791312583,1,3,2
15,50,60,1.3,-12,-6,False,,22.0,True,4,50.0,2.187499999999999,1,2,1
15,50,60,1.3,-12,-6,False,0.94,,False,9,22.22222222222222,-2.1162261252754173,1,6,2
15,50,60,1.3,-12,-6,False,0.94,,True,7,28.57142857142857,-1.3214285714285718,1,5,1
15,50,60,1.3,-12,-6,False,0.94,18.0,False,6,33.33333333333333,-0.17433918791312583,1,3,2
15,50,60,1.3,-12,-6,False,0.94,18.0,True,4,50.0,2.187499999999999,1,2,1
15,50,60,1.3,-12,-6,False,0.94,22.0,False,6,33.33333333333333,-0.17433918791312583,1,3,2
15,50,60,1.3,-12,-6,False,0.94,22.0,True,4,50.0,2.187499999999999,1,2,1
15,50,60,1.3,-12,-6,False,0.96,,False,9,22.22222222222222,-2.1162261252754173,1,6,2
15,50,60,1.3,-12,-6,False,0.96,,True,7,28.57142857142857,-1.3214285714285718,1,5,1
15,50,60,1.3,-12,-6,False,0.96,18.0,False,6,33.33333333333333,-0.17433918791312583,1,3,2
15,50,60,1.3,-12,-6,False,0.96,18.0,True,4,50.0,2.187499999999999,1,2,1
15,50,60,1.3,-12,-6,False,0.96,22.0,False,6,33.33333333333333,-0.17433918791312583,1,3,2
15,50,60,1.3,-12,-6,False,0.96,22.0,True,4,50.0,2.187499999999999,1,2,1
15,50,60,1.3,-12,-6,True,,,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-6,True,,,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-6,True,,18.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-6,True,,18.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-6,True,,22.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-6,True,,22.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-6,True,0.94,,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-6,True,0.94,,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-6,True,0.94,18.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-6,True,0.94,18.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-6,True,0.94,22.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-6,True,0.94,22.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-6,True,0.96,,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-6,True,0.96,,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-6,True,0.96,18.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-6,True,0.96,18.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-6,True,0.96,22.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-12,-6,True,0.96,22.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,False,,,False,11,27.27272727272727,-2.1223925830543404,1,7,3
15,50,60,1.3,-15,-6,False,,,True,9,33.33333333333333,-1.5055870317909985,1,6,2
15,50,60,1.3,-15,-6,False,,18.0,False,8,37.5,-0.6682898016997172,1,4,3
15,50,60,1.3,-15,-6,False,,18.0,True,6,50.0,0.7416194523135022,1,3,2
15,50,60,1.3,-15,-6,False,,22.0,False,8,37.5,-0.6682898016997172,1,4,3
15,50,60,1.3,-15,-6,False,,22.0,True,6,50.0,0.7416194523135022,1,3,2
15,50,60,1.3,-15,-6,False,0.94,,False,11,27.27272727272727,-2.1223925830543404,1,7,3
15,50,60,1.3,-15,-6,False,0.94,,True,9,33.33333333333333,-1.5055870317909985,1,6,2
15,50,60,1.3,-15,-6,False,0.94,18.0,False,8,37.5,-0.6682898016997172,1,4,3
15,50,60,1.3,-15,-6,False,0.94,18.0,True,6,50.0,0.7416194523135022,1,3,2
15,50,60,1.3,-15,-6,False,0.94,22.0,False,8,37.5,-0.6682898016997172,1,4,3
15,50,60,1.3,-15,-6,False,0.94,22.0,True,6,50.0,0.7416194523135022,1,3,2
15,50,60,1.3,-15,-6,False,0.96,,False,11,27.27272727272727,-2.1223925830543404,1,7,3
15,50,60,1.3,-15,-6,False,0.96,,True,9,33.33333333333333,-1.5055870317909985,1,6,2
15,50,60,1.3,-15,-6,False,0.96,18.0,False,8,37.5,-0.6682898016997172,1,4,3
15,50,60,1.3,-15,-6,False,0.96,18.0,True,6,50.0,0.7416194523135022,1,3,2
15,50,60,1.3,-15,-6,False,0.96,22.0,False,8,37.5,-0.6682898016997172,1,4,3
15,50,60,1.3,-15,-6,False,0.96,22.0,True,6,50.0,0.7416194523135022,1,3,2
15,50,60,1.3,-15,-6,True,,,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,True,,,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,True,,18.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,True,,18.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,True,,22.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,True,,22.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,True,0.94,,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,True,0.94,,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,True,0.94,18.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,True,0.94,18.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,True,0.94,22.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,True,0.94,22.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,True,0.96,,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,True,0.96,,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,True,0.96,18.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,True,0.96,18.0,True,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,True,0.96,22.0,False,1,100.0,8.75,0,0,1
15,50,60,1.3,-15,-6,True,0.96,22.0,True,1,100.0,8.75,0,0,1
