ret_20d_min,rsi_min,rsi_max,vol_min,dip_min,dip_max,adx_min,st_dir_up,cmf_min,body_pct_min,stoch_k_max,ut_gate,trades,win_rate,avg_pct,targets,stops,times
10,48,58,0.9,-10,-5,15,True,-0.05,0.5,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.0,,,False,11,45.45454545454545,2.0316104261976644,4,4,3
10,48,58,0.9,-10,-5,15,True,0.0,,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.0,,60.0,False,8,37.5,1.9751169450845254,3,3,2
10,48,58,0.9,-10,-5,15,True,0.0,,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.0,,70.0,False,10,50.0,2.834771468817431,4,3,3
10,48,58,0.9,-10,-5,15,True,0.0,,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.0,0.3,,False,11,45.45454545454545,2.0316104261976644,4,4,3
10,48,58,0.9,-10,-5,15,True,0.0,0.3,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.0,0.3,60.0,False,8,37.5,1.9751169450845254,3,3,2
10,48,58,0.9,-10,-5,15,True,0.0,0.3,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.0,0.3,70.0,False,10,50.0,2.834771468817431,4,3,3
10,48,58,0.9,-10,-5,15,True,0.0,0.3,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.0,0.5,,False,11,45.45454545454545,2.0316104261976644,4,4,3
10,48,58,0.9,-10,-5,15,True,0.0,0.5,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.0,0.5,60.0,False,8,37.5,1.9751169450845254,3,3,2
10,48,58,0.9,-10,-5,15,True,0.0,0.5,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.0,0.5,70.0,False,10,50.0,2.834771468817431,4,3,3
10,48,58,0.9,-10,-5,15,True,0.0,0.5,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.05,,,False,9,33.33333333333333,-0.18358725686952285,2,4,3
10,48,58,0.9,-10,-5,15,True,0.05,,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.05,,60.0,False,6,16.666666666666664,-1.3665107398873009,1,3,2
10,48,58,0.9,-10,-5,15,True,0.05,,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.05,,70.0,False,8,37.5,0.5434643360217869,2,3,3
10,48,58,0.9,-10,-5,15,True,0.05,,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.05,0.3,,False,9,33.33333333333333,-0.18358725686952285,2,4,3
10,48,58,0.9,-10,-5,15,True,0.05,0.3,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.05,0.3,60.0,False,6,16.666666666666664,-1.3665107398873009,1,3,2
10,48,58,0.9,-10,-5,15,True,0.05,0.3,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.05,0.3,70.0,False,8,37.5,0.5434643360217869,2,3,3
10,48,58,0.9,-10,-5,15,True,0.05,0.3,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.05,0.5,,False,9,33.33333333333333,-0.18358725686952285,2,4,3
10,48,58,0.9,-10,-5,15,True,0.05,0.5,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.05,0.5,60.0,False,6,16.666666666666664,-1.3665107398873009,1,3,2
10,48,58,0.9,-10,-5,15,True,0.05,0.5,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,15,True,0.05,0.5,70.0,False,8,37.5,0.5434643360217869,2,3,3
10,48,58,0.9,-10,-5,15,True,0.05,0.5,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,,,,False,19,42.10526315789473,1.360965854297931,6,8,5
10,48,58,0.9,-10,-5,18,False,,,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,,,60.0,False,14,35.714285714285715,0.641302894658229,4,7,3
10,48,58,0.9,-10,-5,18,False,,,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,,,70.0,False,18,44.44444444444444,1.769908401758927,6,7,5
10,48,58,0.9,-10,-5,18,False,,,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,,0.3,,False,19,42.10526315789473,1.360965854297931,6,8,5
10,48,58,0.9,-10,-5,18,False,,0.3,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,,0.3,60.0,False,14,35.714285714285715,0.641302894658229,4,7,3
10,48,58,0.9,-10,-5,18,False,,0.3,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,,0.3,70.0,False,18,44.44444444444444,1.769908401758927,6,7,5
10,48,58,0.9,-10,-5,18,False,,0.3,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,,0.5,,False,19,42.10526315789473,1.360965854297931,6,8,5
10,48,58,0.9,-10,-5,18,False,,0.5,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,,0.5,60.0,False,14,35.714285714285715,0.641302894658229,4,7,3
10,48,58,0.9,-10,-5,18,False,,0.5,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,,0.5,70.0,False,18,44.44444444444444,1.769908401758927,6,7,5
10,48,58,0.9,-10,-5,18,False,,0.5,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,-0.05,,,False,12,41.66666666666667,1.362309557347858,4,5,3
10,48,58,0.9,-10,-5,18,False,-0.05,,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,-0.05,,60.0,False,9,33.33333333333333,1.0889928400751328,3,4,2
10,48,58,0.9,-10,-5,18,False,-0.05,,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,-0.05,,70.0,False,11,45.45454545454545,2.031610426197663,4,4,3
10,48,58,0.9,-10,-5,18,False,-0.05,,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,-0.05,0.3,,False,12,41.66666666666667,1.362309557347858,4,5,3
10,48,58,0.9,-10,-5,18,False,-0.05,0.3,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,-0.05,0.3,60.0,False,9,33.33333333333333,1.0889928400751328,3,4,2
10,48,58,0.9,-10,-5,18,False,-0.05,0.3,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,-0.05,0.3,70.0,False,11,45.45454545454545,2.031610426197663,4,4,3
10,48,58,0.9,-10,-5,18,False,-0.05,0.3,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,-0.05,0.5,,False,12,41.66666666666667,1.362309557347858,4,5,3
10,48,58,0.9,-10,-5,18,False,-0.05,0.5,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,-0.05,0.5,60.0,False,9,33.33333333333333,1.0889928400751328,3,4,2
10,48,58,0.9,-10,-5,18,False,-0.05,0.5,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,-0.05,0.5,70.0,False,11,45.45454545454545,2.031610426197663,4,4,3
10,48,58,0.9,-10,-5,18,False,-0.05,0.5,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.0,,,False,11,45.45454545454545,2.0316104261976644,4,4,3
10,48,58,0.9,-10,-5,18,False,0.0,,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.0,,60.0,False,8,37.5,1.9751169450845254,3,3,2
10,48,58,0.9,-10,-5,18,False,0.0,,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.0,,70.0,False,10,50.0,2.834771468817431,4,3,3
10,48,58,0.9,-10,-5,18,False,0.0,,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.0,0.3,,False,11,45.45454545454545,2.0316104261976644,4,4,3
10,48,58,0.9,-10,-5,18,False,0.0,0.3,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.0,0.3,60.0,False,8,37.5,1.9751169450845254,3,3,2
10,48,58,0.9,-10,-5,18,False,0.0,0.3,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.0,0.3,70.0,False,10,50.0,2.834771468817431,4,3,3
10,48,58,0.9,-10,-5,18,False,0.0,0.3,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.0,0.5,,False,11,45.45454545454545,2.0316104261976644,4,4,3
10,48,58,0.9,-10,-5,18,False,0.0,0.5,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.0,0.5,60.0,False,8,37.5,1.9751169450845254,3,3,2
10,48,58,0.9,-10,-5,18,False,0.0,0.5,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.0,0.5,70.0,False,10,50.0,2.834771468817431,4,3,3
10,48,58,0.9,-10,-5,18,False,0.0,0.5,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.05,,,False,9,33.33333333333333,-0.18358725686952285,2,4,3
10,48,58,0.9,-10,-5,18,False,0.05,,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.05,,60.0,False,6,16.666666666666664,-1.3665107398873009,1,3,2
10,48,58,0.9,-10,-5,18,False,0.05,,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.05,,70.0,False,8,37.5,0.5434643360217869,2,3,3
10,48,58,0.9,-10,-5,18,False,0.05,,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.05,0.3,,False,9,33.33333333333333,-0.18358725686952285,2,4,3
10,48,58,0.9,-10,-5,18,False,0.05,0.3,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.05,0.3,60.0,False,6,16.666666666666664,-1.3665107398873009,1,3,2
10,48,58,0.9,-10,-5,18,False,0.05,0.3,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.05,0.3,70.0,False,8,37.5,0.5434643360217869,2,3,3
10,48,58,0.9,-10,-5,18,False,0.05,0.3,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.05,0.5,,False,9,33.33333333333333,-0.18358725686952285,2,4,3
10,48,58,0.9,-10,-5,18,False,0.05,0.5,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.05,0.5,60.0,False,6,16.666666666666664,-1.3665107398873009,1,3,2
10,48,58,0.9,-10,-5,18,False,0.05,0.5,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,False,0.05,0.5,70.0,False,8,37.5,0.5434643360217869,2,3,3
10,48,58,0.9,-10,-5,18,False,0.05,0.5,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,,,,False,17,47.05882352941176,2.226961837156512,6,6,5
10,48,58,0.9,-10,-5,18,True,,,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,,,60.0,False,12,41.66666666666667,1.7481867104346012,4,5,3
10,48,58,0.9,-10,-5,18,True,,,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,,,70.0,False,16,50.0,2.741146951978793,6,5,5
10,48,58,0.9,-10,-5,18,True,,,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,,0.3,,False,17,47.05882352941176,2.226961837156512,6,6,5
10,48,58,0.9,-10,-5,18,True,,0.3,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,,0.3,60.0,False,12,41.66666666666667,1.7481867104346012,4,5,3
10,48,58,0.9,-10,-5,18,True,,0.3,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,,0.3,70.0,False,16,50.0,2.741146951978793,6,5,5
10,48,58,0.9,-10,-5,18,True,,0.3,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,,0.5,,False,17,47.05882352941176,2.226961837156512,6,6,5
10,48,58,0.9,-10,-5,18,True,,0.5,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,,0.5,60.0,False,12,41.66666666666667,1.7481867104346012,4,5,3
10,48,58,0.9,-10,-5,18,True,,0.5,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,,0.5,70.0,False,16,50.0,2.741146951978793,6,5,5
10,48,58,0.9,-10,-5,18,True,,0.5,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,-0.05,,,False,12,41.66666666666667,1.362309557347858,4,5,3
10,48,58,0.9,-10,-5,18,True,-0.05,,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,-0.05,,60.0,False,9,33.33333333333333,1.0889928400751328,3,4,2
10,48,58,0.9,-10,-5,18,True,-0.05,,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,-0.05,,70.0,False,11,45.45454545454545,2.031610426197663,4,4,3
10,48,58,0.9,-10,-5,18,True,-0.05,,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,-0.05,0.3,,False,12,41.66666666666667,1.362309557347858,4,5,3
10,48,58,0.9,-10,-5,18,True,-0.05,0.3,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,-0.05,0.3,60.0,False,9,33.33333333333333,1.0889928400751328,3,4,2
10,48,58,0.9,-10,-5,18,True,-0.05,0.3,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,-0.05,0.3,70.0,False,11,45.45454545454545,2.031610426197663,4,4,3
10,48,58,0.9,-10,-5,18,True,-0.05,0.3,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,-0.05,0.5,,False,12,41.66666666666667,1.362309557347858,4,5,3
10,48,58,0.9,-10,-5,18,True,-0.05,0.5,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,-0.05,0.5,60.0,False,9,33.33333333333333,1.0889928400751328,3,4,2
10,48,58,0.9,-10,-5,18,True,-0.05,0.5,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,-0.05,0.5,70.0,False,11,45.45454545454545,2.031610426197663,4,4,3
10,48,58,0.9,-10,-5,18,True,-0.05,0.5,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.0,,,False,11,45.45454545454545,2.0316104261976644,4,4,3
10,48,58,0.9,-10,-5,18,True,0.0,,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.0,,60.0,False,8,37.5,1.9751169450845254,3,3,2
10,48,58,0.9,-10,-5,18,True,0.0,,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.0,,70.0,False,10,50.0,2.834771468817431,4,3,3
10,48,58,0.9,-10,-5,18,True,0.0,,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.0,0.3,,False,11,45.45454545454545,2.0316104261976644,4,4,3
10,48,58,0.9,-10,-5,18,True,0.0,0.3,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.0,0.3,60.0,False,8,37.5,1.9751169450845254,3,3,2
10,48,58,0.9,-10,-5,18,True,0.0,0.3,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.0,0.3,70.0,False,10,50.0,2.834771468817431,4,3,3
10,48,58,0.9,-10,-5,18,True,0.0,0.3,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.0,0.5,,False,11,45.45454545454545,2.0316104261976644,4,4,3
10,48,58,0.9,-10,-5,18,True,0.0,0.5,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.0,0.5,60.0,False,8,37.5,1.9751169450845254,3,3,2
10,48,58,0.9,-10,-5,18,True,0.0,0.5,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.0,0.5,70.0,False,10,50.0,2.834771468817431,4,3,3
10,48,58,0.9,-10,-5,18,True,0.0,0.5,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.05,,,False,9,33.33333333333333,-0.18358725686952285,2,4,3
10,48,58,0.9,-10,-5,18,True,0.05,,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.05,,60.0,False,6,16.666666666666664,-1.3665107398873009,1,3,2
10,48,58,0.9,-10,-5,18,True,0.05,,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.05,,70.0,False,8,37.5,0.5434643360217869,2,3,3
10,48,58,0.9,-10,-5,18,True,0.05,,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.05,0.3,,False,9,33.33333333333333,-0.18358725686952285,2,4,3
10,48,58,0.9,-10,-5,18,True,0.05,0.3,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.05,0.3,60.0,False,6,16.666666666666664,-1.3665107398873009,1,3,2
10,48,58,0.9,-10,-5,18,True,0.05,0.3,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.05,0.3,70.0,False,8,37.5,0.5434643360217869,2,3,3
10,48,58,0.9,-10,-5,18,True,0.05,0.3,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.05,0.5,,False,9,33.33333333333333,-0.18358725686952285,2,4,3
10,48,58,0.9,-10,-5,18,True,0.05,0.5,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.05,0.5,60.0,False,6,16.666666666666664,-1.3665107398873009,1,3,2
10,48,58,0.9,-10,-5,18,True,0.05,0.5,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,18,True,0.05,0.5,70.0,False,8,37.5,0.5434643360217869,2,3,3
10,48,58,0.9,-10,-5,18,True,0.05,0.5,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,,,,False,18,44.44444444444444,1.5291677584840735,6,8,4
10,48,58,0.9,-10,-5,22,False,,,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,,,60.0,False,14,35.714285714285715,0.641302894658229,4,7,3
10,48,58,0.9,-10,-5,22,False,,,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,,,70.0,False,17,47.05882352941176,1.9720599795713716,6,7,4
10,48,58,0.9,-10,-5,22,False,,,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,,0.3,,False,18,44.44444444444444,1.5291677584840735,6,8,4
10,48,58,0.9,-10,-5,22,False,,0.3,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,,0.3,60.0,False,14,35.714285714285715,0.641302894658229,4,7,3
10,48,58,0.9,-10,-5,22,False,,0.3,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,,0.3,70.0,False,17,47.05882352941176,1.9720599795713716,6,7,4
10,48,58,0.9,-10,-5,22,False,,0.3,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,,0.5,,False,18,44.44444444444444,1.5291677584840735,6,8,4
10,48,58,0.9,-10,-5,22,False,,0.5,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,,0.5,60.0,False,14,35.714285714285715,0.641302894658229,4,7,3
10,48,58,0.9,-10,-5,22,False,,0.5,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,,0.5,70.0,False,17,47.05882352941176,1.9720599795713716,6,7,4
10,48,58,0.9,-10,-5,22,False,,0.5,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,-0.05,,,False,12,41.66666666666667,1.362309557347858,4,5,3
10,48,58,0.9,-10,-5,22,False,-0.05,,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,-0.05,,60.0,False,9,33.33333333333333,1.0889928400751328,3,4,2
10,48,58,0.9,-10,-5,22,False,-0.05,,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,-0.05,,70.0,False,11,45.45454545454545,2.031610426197663,4,4,3
10,48,58,0.9,-10,-5,22,False,-0.05,,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,-0.05,0.3,,False,12,41.66666666666667,1.362309557347858,4,5,3
10,48,58,0.9,-10,-5,22,False,-0.05,0.3,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,-0.05,0.3,60.0,False,9,33.33333333333333,1.0889928400751328,3,4,2
10,48,58,0.9,-10,-5,22,False,-0.05,0.3,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,-0.05,0.3,70.0,False,11,45.45454545454545,2.031610426197663,4,4,3
10,48,58,0.9,-10,-5,22,False,-0.05,0.3,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,-0.05,0.5,,False,12,41.66666666666667,1.362309557347858,4,5,3
10,48,58,0.9,-10,-5,22,False,-0.05,0.5,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,-0.05,0.5,60.0,False,9,33.33333333333333,1.0889928400751328,3,4,2
10,48,58,0.9,-10,-5,22,False,-0.05,0.5,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,-0.05,0.5,70.0,False,11,45.45454545454545,2.031610426197663,4,4,3
10,48,58,0.9,-10,-5,22,False,-0.05,0.5,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.0,,,False,11,45.45454545454545,2.0316104261976644,4,4,3
10,48,58,0.9,-10,-5,22,False,0.0,,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.0,,60.0,False,8,37.5,1.9751169450845254,3,3,2
10,48,58,0.9,-10,-5,22,False,0.0,,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.0,,70.0,False,10,50.0,2.834771468817431,4,3,3
10,48,58,0.9,-10,-5,22,False,0.0,,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.0,0.3,,False,11,45.45454545454545,2.0316104261976644,4,4,3
10,48,58,0.9,-10,-5,22,False,0.0,0.3,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.0,0.3,60.0,False,8,37.5,1.9751169450845254,3,3,2
10,48,58,0.9,-10,-5,22,False,0.0,0.3,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.0,0.3,70.0,False,10,50.0,2.834771468817431,4,3,3
10,48,58,0.9,-10,-5,22,False,0.0,0.3,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.0,0.5,,False,11,45.45454545454545,2.0316104261976644,4,4,3
10,48,58,0.9,-10,-5,22,False,0.0,0.5,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.0,0.5,60.0,False,8,37.5,1.9751169450845254,3,3,2
10,48,58,0.9,-10,-5,22,False,0.0,0.5,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.0,0.5,70.0,False,10,50.0,2.834771468817431,4,3,3
10,48,58,0.9,-10,-5,22,False,0.0,0.5,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.05,,,False,9,33.33333333333333,-0.18358725686952285,2,4,3
10,48,58,0.9,-10,-5,22,False,0.05,,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.05,,60.0,False,6,16.666666666666664,-1.3665107398873009,1,3,2
10,48,58,0.9,-10,-5,22,False,0.05,,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.05,,70.0,False,8,37.5,0.5434643360217869,2,3,3
10,48,58,0.9,-10,-5,22,False,0.05,,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.05,0.3,,False,9,33.33333333333333,-0.18358725686952285,2,4,3
10,48,58,0.9,-10,-5,22,False,0.05,0.3,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.05,0.3,60.0,False,6,16.666666666666664,-1.3665107398873009,1,3,2
10,48,58,0.9,-10,-5,22,False,0.05,0.3,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.05,0.3,70.0,False,8,37.5,0.5434643360217869,2,3,3
10,48,58,0.9,-10,-5,22,False,0.05,0.3,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.05,0.5,,False,9,33.33333333333333,-0.18358725686952285,2,4,3
10,48,58,0.9,-10,-5,22,False,0.05,0.5,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.05,0.5,60.0,False,6,16.666666666666664,-1.3665107398873009,1,3,2
10,48,58,0.9,-10,-5,22,False,0.05,0.5,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,False,0.05,0.5,70.0,False,8,37.5,0.5434643360217869,2,3,3
10,48,58,0.9,-10,-5,22,False,0.05,0.5,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,True,,,,False,16,50.0,2.470313728294583,6,6,4
10,48,58,0.9,-10,-5,22,True,,,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,True,,,60.0,False,12,41.66666666666667,1.7481867104346012,4,5,3
10,48,58,0.9,-10,-5,22,True,,,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,True,,,70.0,False,15,53.333333333333336,3.035001310180888,6,5,4
10,48,58,0.9,-10,-5,22,True,,,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,True,,0.3,,False,16,50.0,2.470313728294583,6,6,4
10,48,58,0.9,-10,-5,22,True,,0.3,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,True,,0.3,60.0,False,12,41.66666666666667,1.7481867104346012,4,5,3
10,48,58,0.9,-10,-5,22,True,,0.3,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,True,,0.3,70.0,False,15,53.333333333333336,3.035001310180888,6,5,4
10,48,58,0.9,-10,-5,22,True,,0.3,70.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,True,,0.5,,False,16,50.0,2.470313728294583,6,6,4
10,48,58,0.9,-10,-5,22,True,,0.5,,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,True,,0.5,60.0,False,12,41.66666666666667,1.7481867104346012,4,5,3
10,48,58,0.9,-10,-5,22,True,,0.5,60.0,True,0,0.0,0.0,0,0,0
10,48,58,0.9,-10,-5,22,True,,0.5,70.0,False,15,53.333333333333336,3.035001310180888,6,5,4
10,48,58,0.9,-10,-5,22,True,,0.5,70.0,True,0,0.0,0.0,0,0,0
